0.0,-0.008975600850641911,Starting
0.02,-0.038289171047807914,Starting
0.04,-0.04066495432334993,Starting
0.06,-0.04263474905554323,Starting
0.08,-0.04434335544316588,Starting
0.1,-0.04581894850086808,Starting
0.12,-0.04708535387745992,Starting
0.14,-0.04816364694643496,Starting
0.16,-0.04907248224961546,Starting
0.18,-0.04982839407886641,Starting
0.2,-0.05044606056040208,Starting
0.22,-0.050938535457398945,Starting
0.24,-0.05131745162878166,Starting
0.26,-0.051593199588271604,Starting
0.28,-0.05177508417872532,Starting
0.3,-0.05187146200322827,Starting
0.32,-0.051889861928664224,Starting
0.34,-0.05183709069530405,Starting
0.36,-0.05171932541642454,Starting
0.38,-0.051542194525180024,Starting
0.4,-0.051310848545908304,Starting
0.42,-0.05103002191045695,Starting
0.44,-0.05070408687809569,Starting
0.46,-0.05033710049564973,Starting
0.48,-0.04993284542254159,Starting
0.5,-0.04949486534721052,Starting
0.52,-0.04902649563521353,Starting
0.54,-0.04853088977361595,Starting
0.56,-0.04801104210983626,Starting
0.58,-0.047469807324707604,Starting
0.6,-0.046909917028201714,Starting
0.62,-0.046333993821163946,Starting
0.64,-0.07927906564783649,Starting
0.66,-0.11103622561930661,Starting
0.68,-0.1424819998161481,Starting
0.7000000000000001,-0.17376479054597638,Starting
0.72,-0.20505747358957377,Starting
0.74,-0.2365344541066683,Starting
0.76,-0.26837010952055457,Starting
0.78,-0.3007364745430219,Starting
0.8,-0.33380100036791244,Starting
0.8200000000000001,-0.3677244021103369,Starting
0.84,-0.4026586012935202,Starting
0.86,-0.43874477086793984,Starting
0.88,-0.4761114907751196,Starting
0.9,-0.5148730225202486,Starting
0.92,-0.5551277115803973,Starting
0.9400000000000001,-0.5966287340223949,Starting
0.96,-0.5956133828423038,Starting
0.98,-0.5958767944779882,Starting
1.0,-0.596670156134829,Starting
1.02,-0.5979635283792123,Starting
1.04,-0.5997303478640661,Starting
1.06,-0.601945592305455,Starting
1.08,-0.6045855328757096,Starting
1.1,-0.6076274988602166,Starting
1.12,-0.611049675866576,Starting
1.1400000000000001,-0.6148309338145723,Starting
1.16,-0.6189506811114552,Starting
1.18,-0.6233887418848183,Starting
1.2,-0.6281252535431806,Starting
1.22,-0.6331405822755506,Starting
1.24,-0.6384152543947196,Starting
1.26,-0.6439299016820041,Starting
1.28,-0.6496652191096888,Starting
1.3,-0.6556019335065848,Starting
1.32,-0.6617207818961696,Starting
1.34,-0.6680024983792188,Starting
1.36,-0.6744278085568322,Starting
1.3800000000000001,-0.6809774305977448,Starting
1.4000000000000001,-0.6876320821480684,Starting
1.42,-0.6943724923639811,Starting
1.44,-0.7011794184199627,Starting
1.46,-0.7080336659083795,Starting
1.48,-0.7149161126016886,Starting
1.5,-0.7218077350973664,Starting
1.52,-0.7286896379086409,Starting
1.54,-0.7355430846021359,Starting
1.56,-0.7423495306171598,Starting
1.58,-0.7490906574312232,Starting
1.6,-0.7557484077629752,Starting
1.62,-0.7623050215275243,Starting
1.6400000000000001,-0.7687430722803855,Starting
1.6600000000000001,-0.7750455039055483,Starting
1.68,-0.781195667320494,Starting
1.7,-0.7871773569868236,Starting
1.72,-0.7929748470295898,Starting
1.74,-0.7985729267817392,Starting
1.76,-0.8039569355823586,Starting
1.78,-0.8091127966688683,Starting
1.8,-0.8140270500140437,Starting
1.82,-0.8186868839688615,Starting
1.84,-0.8230801655817277,Starting
1.86,-0.8271954694738406,Starting
1.8800000000000001,-0.8310221051591863,Starting
1.9000000000000001,-0.8345501427061355,Starting
1.92,-0.8050169848469488,Starting
1.94,-0.7715936516425523,Starting
1.96,-0.7386082395519069,Starting
1.98,-0.7059971490624848,Starting
2.0,-0.6736460328449416,Starting
2.02,-0.6414251607695433,Starting
2.04,-0.6091907805303347,Starting
2.06,-0.5767870869642138,Starting
2.08,-0.5440482397399331,Starting
2.1,-0.5108004155319569,Starting
2.12,-0.4768638870814797,Starting
2.14,-0.44205512099756533,Starting
2.16,-0.4061888856935104,Starting
2.18,-0.36908036041519743,Starting
2.2,-0.33054723588996937,Starting
2.22,-0.28428427693416936,Starting
2.24,-0.2816491493883278,Starting
2.2600000000000002,-0.2778183419531149,Starting
2.2800000000000002,-0.2731875042526701,Starting
2.3000000000000003,-0.26779300804254924,Starting
2.32,-0.2616692084485473,Starting
2.34,-0.2548499726955379,Starting
2.36,-0.24736883405782578,Starting
2.38,-0.23925916024274732,Starting
2.4,-0.23055429170480798,Starting
2.42,-0.22128765284452181,Starting
2.44,-0.21149283914571787,Starting
2.46,-0.20120368294004157,Starting
2.48,-0.19045430017733408,Starting
2.5,-0.17927912031253998,Starting
2.52,-0.1677129011875066,Starting
2.54,-0.15579073058432294,Starting
2.56,-0.14354801595135366,Starting
2.58,-0.13102046365018202,Starting
2.6,-0.11824404893822375,Starting
2.62,-0.10525497778505344,Starting
2.64,-0.09208964151836459,Starting
2.66,-0.07878456520585582,Starting
2.68,-0.06537635060063691,Starting
2.7,-0.051901614408428096,Starting
2.72,-0.038396922573706714,Starting
2.74,-0.02489872122786377,Starting
2.7600000000000002,-0.011443264894438395,Starting
2.7800000000000002,0.0019334574961568415,Starting
2.8000000000000003,0.015195798268200153,Starting
2.82,0.02830852785848862,Starting
2.84,0.04123691242124779,Starting
2.86,0.05394679175890515,Starting
2.88,0.06640465718297703,Starting
2.9,0.07857772893267957,Starting
2.92,0.09043403280042663,Starting
2.94,0.10194247563342727,Starting
2.96,0.11307291939934196,Starting
2.98,0.1237962535216523,Starting
3.0,0.1340844652071703,Starting
3.02,0.14391070750416365,Starting
