t	x1	y1	x2	y2	x3	y3
59.98	1.85014	1.68137	2.33714	1.79461	1.36313	1.56813
60	1.80638	1.72829	2.27116	1.91264	1.34161	1.54394
60.02	1.75427	1.78116	2.18704	2.03159	1.32151	1.53072
60.04	1.6935	1.83904	2.08584	2.14899	1.30116	1.52909
60.06	1.62377	1.90088	1.96895	2.26262	1.27859	1.53915
60.08	1.54488	1.96554	1.83799	2.37061	1.25177	1.56046
60.1	1.4567	2.03175	1.69473	2.47146	1.21867	1.59204
60.12	1.35923	2.09821	1.541	2.564	1.17746	1.63242
60.14	1.25261	2.16356	1.37862	2.64742	1.1266	1.67969
60.16	1.13715	2.22641	1.20939	2.72116	1.06491	1.73165
60.18	1.01335	2.28542	1.03499	2.78495	0.991704	1.78588
60.2	0.881884	2.33929	0.857053	2.83867	0.906714	1.83991
60.22	0.743628	2.38684	0.677104	2.8824	0.810151	1.89129
60.24	0.599626	2.42702	0.496618	2.9163	0.702634	1.93775
60.26	0.451081	2.45897	0.317021	2.94066	0.585141	1.97728
60.28	0.299322	2.48202	0.139717	2.95586	0.458926	2.00817
60.3	0.145769	2.49575	-0.0338992	2.96235	0.325438	2.02914
60.32	-0.00810643	2.49999	-0.202442	2.96068	0.186229	2.0393
60.34	-0.16083	2.49482	-0.36453	2.95145	0.0428704	2.0382
60.36	-0.310965	2.48058	-0.518807	2.93534	-0.103122	2.02583
60.38	-0.457153	2.45785	-0.663953	2.91308	-0.250353	2.00262
60.4	-0.598154	2.42739	-0.798717	2.8854	-0.397592	1.96938
60.42	-0.732874	2.39017	-0.921949	2.85304	-0.543799	1.92729
60.44	-0.860383	2.34728	-1.03263	2.81668	-0.688136	1.87789
60.46	-0.979932	2.29994	-1.12992	2.77692	-0.829947	1.82297
60.48	-1.09095	2.24941	-1.21317	2.73424	-0.968729	1.76457
60.5	-1.19305	2.19696	-1.28202	2.68898	-1.10408	1.70494
60.52	-1.286	2.14388	-1.33634	2.64134	-1.23565	1.64642
60.54	-1.3697	2.09139	-1.37637	2.59135	-1.36303	1.59143
60.56	-1.44421	2.04065	-1.40265	2.53892	-1.48577	1.54238
60.58	-1.50965	1.99273	-1.41609	2.4839	-1.60321	1.50156
60.6	-1.56622	1.94858	-1.41793	2.42608	-1.71451	1.47107
60.62	-1.61418	1.90904	-1.40974	2.36533	-1.81862	1.45275
60.64	-1.65379	1.87483	-1.39335	2.30165	-1.91423	1.44802
60.66	-1.68532	1.84654	-1.37078	2.23521	-1.99985	1.45787
60.68	-1.70902	1.82462	-1.34416	2.1665	-2.07388	1.48275
60.7	-1.72512	1.80941	-1.3156	2.09628	-2.13464	1.52254
60.72	-1.73377	1.80112	-1.28703	2.02566	-2.18052	1.57657
60.74	-1.73512	1.79982	-1.26015	1.95606	-2.21008	1.64359
60.76	-1.72921	1.8055	-1.23626	1.88911	-2.22217	1.72188
60.78	-1.71608	1.81798	-1.21616	1.82663	-2.21601	1.80934
60.8	-1.69569	1.83702	-1.20014	1.77046	-2.19124	1.90359
60.82	-1.66796	1.86223	-1.18793	1.72233	-2.14799	2.00214
60.84	-1.63279	1.89314	-1.17874	1.68378	-2.08685	2.1025
60.86	-1.59008	1.92916	-1.1713	1.65597	-2.00885	2.20235
60.88	-1.53969	1.96961	-1.16403	1.63964	-1.91535	2.29957
60.9	-1.48155	2.01371	-1.15507	1.63501	-1.80802	2.39241
60.92	-1.41558	2.06061	-1.14251	1.64177	-1.68866	2.47946
60.94	-1.3418	2.1094	-1.12445	1.65911	-1.55915	2.55969
60.96	-1.26028	2.1591	-1.09919	1.68576	-1.42137	2.63243
60.98	-1.17119	2.20869	-1.06528	1.72004	-1.2771	2.69735
61	-1.0748	2.25717	-1.02163	1.76	-1.12798	2.75433
61.02	-0.971522	2.30351	-0.967514	1.80352	-0.97553	2.80349
61.04	-0.861862	2.34674	-0.902631	1.84841	-0.821093	2.84508
61.06	-0.746469	2.38596	-0.827051	1.89249	-0.665887	2.87942
61.08	-0.626107	2.42033	-0.74119	1.93375	-0.511024	2.9069
61.1	-0.501651	2.44915	-0.64576	1.97037	-0.357543	2.92793
61.12	-0.374071	2.47186	-0.541699	2.00079	-0.206444	2.94292
61.14	-0.244409	2.48802	-0.430102	2.02378	-0.0587164	2.95226
61.16	-0.113756	2.49741	-0.312153	2.03846	0.0846399	2.95636
61.18	0.0167737	2.49994	-0.189057	2.04428	0.222604	2.95561
61.2	0.146073	2.49573	-0.0619876	2.04107	0.354134	2.95038
61.22	0.273068	2.48504	0.067959	2.02905	0.478177	2.94104
61.24	0.396743	2.46832	0.199796	2.00874	0.593689	2.9279
61.26	0.516162	2.44613	0.332659	1.98103	0.699666	2.91124
61.28	0.630492	2.41919	0.465807	1.94709	0.795177	2.89129
61.3	0.739007	2.38828	0.598605	1.90839	0.879408	2.86816
61.32	0.841102	2.35426	0.730491	1.86665	0.951712	2.84187
61.34	0.936292	2.31805	0.860935	1.82376	1.01165	2.81234
61.36	1.02421	2.28057	0.989384	1.78178	1.05904	2.77935
61.38	1.1046	2.24273	1.1152	1.74284	1.09401	2.74262
61.4	1.17731	2.20543	1.23763	1.70908	1.11699	2.70178
61.42	1.24227	2.16951	1.35573	1.68255	1.1288	2.65647
61.44	1.29946	2.13574	1.46835	1.66513	1.13058	2.60636
61.46	1.34896	2.10483	1.57413	1.6584	1.12378	2.55126
61.48	1.39084	2.07739	1.67152	1.66361	1.11016	2.49118
61.5	1.42523	2.05395	1.75884	1.68152	1.09162	2.42638
61.52	1.45226	2.03493	1.83433	1.71239	1.0702	2.35746
61.54	1.47206	2.02066	1.89624	1.75595	1.04787	2.28536
61.56	1.48473	2.01136	1.94299	1.81136	1.02647	2.21136
61.58	1.49039	2.00717	1.97322	1.87728	1.00755	2.13706
61.6	1.48911	2.00812	1.98595	1.95195	0.992277	2.06429
61.62	1.48097	2.01413	1.9806	2.03327	0.981333	1.995
61.64	1.46599	2.02506	1.9571	2.11896	0.97489	1.93116
61.66	1.44422	2.04064	1.91585	2.20668	0.972593	1.87461
61.68	1.41567	2.06056	1.85774	2.29416	0.973594	1.82695
61.7	1.38035	2.08438	1.78406	2.37936	0.976632	1.7894
61.72	1.33829	2.11163	1.69644	2.46052	0.980133	1.76274
61.74	1.28953	2.14175	1.59673	2.53625	0.982338	1.74725
61.76	1.23416	2.17413	1.48688	2.60556	0.981431	1.74271
61.78	1.17227	2.20812	1.36887	2.66784	0.975664	1.74839
61.8	1.10403	2.24301	1.2446	2.72285	0.96347	1.76318
61.82	1.02968	2.2781	1.11582	2.77063	0.943541	1.78558
61.84	0.949499	2.31267	0.984104	2.81147	0.914894	1.81387
61.86	0.863863	2.34601	0.850833	2.84584	0.876892	1.84618
61.88	0.773215	2.37742	0.717183	2.87427	0.829248	1.88057
61.9	0.67808	2.40628	0.584162	2.89739	0.771999	1.91518
61.92	0.579056	2.43201	0.452642	2.91577	0.70547	1.94826
61.94	0.476808	2.45411	0.323398	2.92999	0.630218	1.97823
61.96	0.37206	2.47216	0.197149	2.94057	0.546971	2.00375
61.98	0.265584	2.48585	0.0745936	2.94794	0.456573	2.02377
62	0.15818	2.49499	-0.0435627	2.95248	0.359923	2.0375
62.02	0.0506689	2.49949	-0.156586	2.95451	0.257924	2.04446
62.04	-0.0561317	2.49937	-0.263709	2.95425	0.151445	2.04449
62.06	-0.16142	2.49478	-0.364132	2.95185	0.0412921	2.03772
62.08	-0.264426	2.48598	-0.457041	2.94739	-0.0718115	2.02457
62.1	-0.364428	2.4733	-0.541631	2.94084	-0.187225	2.00575
62.12	-0.46076	2.45717	-0.617141	2.93209	-0.304379	1.98226
62.14	-0.552824	2.43811	-0.682894	2.9209	-0.422753	1.95533
62.16	-0.640096	2.41667	-0.738352	2.90692	-0.54184	1.92642
62.18	-0.722128	2.39344	-0.783157	2.8897	-0.661099	1.89717
62.2	-0.79855	2.36903	-0.81719	2.86869	-0.779909	1.86938
62.22	-0.869065	2.34408	-0.840612	2.84327	-0.897517	1.84489
62.24	-0.933448	2.3192	-0.853898	2.81283	-1.013	1.82557
62.26	-0.991536	2.29496	-0.857857	2.77676	-1.12522	1.81316
62.28	-1.04322	2.27193	-0.853628	2.73459	-1.23282	1.80927
62.3	-1.08845	2.25061	-0.842655	2.68603	-1.33425	1.8152
62.32	-1.12721	2.23146	-0.826632	2.63103	-1.42778	1.83189
62.34	-1.1595	2.21485	-0.80742	2.56988	-1.51157	1.85983
62.36	-1.18535	2.20112	-0.786944	2.50323	-1.58376	1.89901
62.38	-1.20483	2.19052	-0.767076	2.43213	-1.64258	1.94892
62.4	-1.21798	2.18323	-0.749506	2.35796	-1.68646	2.00851
62.42	-1.22489	2.17937	-0.735624	2.28243	-1.71415	2.07631
62.44	-1.22561	2.17896	-0.726421	2.20747	-1.72479	2.15046
62.46	-1.22022	2.18199	-0.722417	2.13514	-1.71802	2.22884
62.48	-1.20879	2.18834	-0.723621	2.06746	-1.69396	2.30922
62.5	-1.1914	2.19786	-0.729544	2.00631	-1.65325	2.3894
62.52	-1.16813	2.21031	-0.739243	1.9533	-1.59702	2.46732
62.54	-1.13909	2.22542	-0.751404	1.90966	-1.52677	2.54118
62.56	-1.10436	2.24285	-0.764449	1.87617	-1.44428	2.60953
62.58	-1.0641	2.26223	-0.776657	1.85311	-1.35154	2.67135
62.6	-1.01844	2.28315	-0.786292	1.84031	-1.2506	2.72599
62.62	-0.967583	2.30516	-0.791716	1.83711	-1.14345	2.77321
62.64	-0.911738	2.32782	-0.791481	1.84249	-1.032	2.81314
62.66	-0.851168	2.35064	-0.784406	1.85512	-0.917931	2.84616
62.68	-0.786177	2.37317	-0.769613	1.87344	-0.80274	2.87289
62.7	-0.71711	2.39494	-0.746546	1.89581	-0.687673	2.89408
62.72	-0.644359	2.41553	-0.714959	1.92054	-0.57376	2.91052
62.74	-0.568361	2.43454	-0.674883	1.94601	-0.461839	2.92306
62.76	-0.48959	2.45159	-0.626588	1.97073	-0.352593	2.93246
62.78	-0.40856	2.46639	-0.570524	1.99335	-0.246595	2.93943
62.8	-0.325811	2.47868	-0.507269	2.01277	-0.144352	2.94459
62.82	-0.241909	2.48827	-0.437474	2.0281	-0.0463446	2.94844
62.84	-0.157435	2.49504	-0.361814	2.03872	0.0469444	2.95136
62.86	-0.0729724	2.49893	-0.280949	2.04424	0.135004	2.95363
62.88	0.0108945	2.49998	-0.195496	2.04456	0.217285	2.95539
62.9	0.093596	2.49825	-0.10601	2.03982	0.293202	2.95668
62.92	0.174582	2.4939	-0.0129798	2.03041	0.362145	2.95738
62.94	0.253333	2.48713	0.0831637	2.01698	0.423501	2.95728
62.96	0.32936	2.47821	0.182028	2.00041	0.476693	2.95601
62.98	0.40222	2.46743	0.283228	1.9818	0.521212	2.95307
63	0.47151	2.45513	0.386344	1.96244	0.556676	2.94783
63.02	0.536875	2.44167	0.490877	1.94379	0.582874	2.93955
63.04	0.598009	2.42742	0.596196	1.92743	0.599821	2.92742
63.06	0.65465	2.41276	0.701501	1.91496	0.607799	2.91056
63.08	0.706584	2.39807	0.805777	1.90801	0.607392	2.88813
63.1	0.753641	2.3837	0.907782	1.90805	0.599501	2.85935
63.12	0.79569	2.37	1.00604	1.9164	0.58534	2.8236
63.14	0.832634	2.35727	1.09887	1.93405	0.566399	2.78049
63.16	0.864412	2.3458	1.18444	1.96164	0.544388	2.72997
63.18	0.890989	2.33584	1.26083	1.99936	0.52115	2.67232
63.2	0.912357	2.32758	1.32616	2.04692	0.498554	2.60823
63.22	0.928525	2.32117	1.37867	2.10354	0.478376	2.53881
63.24	0.939525	2.31674	1.41687	2.16795	0.462176	2.46553
63.26	0.945402	2.31435	1.43962	2.23852	0.451186	2.39018
63.28	0.946218	2.31402	1.44622	2.31328	0.446219	2.31475
63.3	0.942046	2.31572	1.43648	2.3901	0.44761	2.24134
63.32	0.932975	2.31939	1.41075	2.46679	0.455196	2.17199
63.34	0.919104	2.32492	1.36987	2.54127	0.468334	2.10857
63.36	0.900551	2.33217	1.31514	2.61166	0.485963	2.05267
63.38	0.877447	2.34096	1.2482	2.67643	0.50669	2.00549
63.4	0.849939	2.35109	1.17098	2.73441	0.528902	1.96776
63.42	0.818196	2.36232	1.0855	2.78487	0.550889	1.93977
63.44	0.782406	2.37441	0.993852	2.8275	0.570961	1.92132
63.46	0.742779	2.38711	0.898005	2.8624	0.587552	1.91181
63.48	0.699546	2.40013	0.799787	2.88998	0.599306	1.91028
63.5	0.652966	2.41322	0.700803	2.91093	0.605129	1.91551
63.52	0.603317	2.42611	0.602411	2.92611	0.604224	1.92611
63.54	0.550905	2.43855	0.50572	2.9365	0.596091	1.94059
63.56	0.496055	2.45029	0.411601	2.94311	0.580509	1.95748
63.58	0.439113	2.46113	0.320727	2.94692	0.557499	1.97535
63.6	0.380443	2.47088	0.23361	2.94884	0.527276	1.99293
63.62	0.320425	2.47938	0.150648	2.94967	0.490201	2.00909
63.64	0.259447	2.4865	0.0721719	2.9501	0.446722	2.0229
63.66	0.197907	2.49215	-0.00151491	2.95066	0.397329	2.03364
63.68	0.136203	2.49629	-0.0701046	2.95174	0.342511	2.04083
63.7	0.0747328	2.49888	-0.133262	2.95357	0.282727	2.0442
63.72	0.0138857	2.49996	-0.190613	2.95623	0.218384	2.04369
63.74	-0.0459591	2.49958	-0.241745	2.95965	0.149827	2.0395
63.76	-0.104438	2.49782	-0.286222	2.9636	0.0773461	2.03203
63.78	-0.161206	2.4948	-0.323601	2.96769	0.0011902	2.0219
63.8	-0.21594	2.49066	-0.353476	2.97137	-0.0784038	2.00994
63.82	-0.268342	2.48556	-0.375509	2.97394	-0.161175	1.99718
63.84	-0.318141	2.47967	-0.38949	2.97456	-0.246792	1.98479
63.86	-0.365094	2.4732	-0.395379	2.97228	-0.334808	1.97412
63.88	-0.408985	2.46632	-0.393359	2.96608	-0.424611	1.96656
63.9	-0.449629	2.45923	-0.383878	2.95489	-0.51538	1.96358
63.92	-0.486869	2.45213	-0.367677	2.93772	-0.606061	1.96655
63.94	-0.520575	2.4452	-0.345801	2.91366	-0.69535	1.97674
63.96	-0.550646	2.4386	-0.319585	2.88201	-0.781706	1.9952
63.98	-0.577004	2.4325	-0.290616	2.84236	-0.863391	2.02265
64	-0.599596	2.42703	-0.260662	2.79462	-0.93853	2.05944
64.02	-0.618393	2.42231	-0.231584	2.73914	-1.0052	2.10548
64.04	-0.633385	2.41843	-0.205223	2.67665	-1.06155	2.16022
64.06	-0.644584	2.41547	-0.183282	2.60835	-1.10589	2.2226
64.08	-0.652018	2.41348	-0.167205	2.53577	-1.13683	2.29118
64.1	-0.655736	2.41247	-0.158075	2.46078	-1.1534	2.36416
64.12	-0.6558	2.41245	-0.156532	2.38541	-1.15507	2.43949
64.14	-0.65229	2.4134	-0.162727	2.31178	-1.14185	2.51503
64.16	-0.6453	2.41528	-0.176318	2.24192	-1.11428	2.58865
64.18	-0.634941	2.41803	-0.196504	2.17767	-1.07338	2.65839
64.2	-0.621335	2.42156	-0.22209	2.12055	-1.02058	2.72256
64.22	-0.604622	2.42578	-0.25159	2.07171	-0.957654	2.77986
64.24	-0.584953	2.4306	-0.283338	2.03182	-0.886568	2.82939
64.26	-0.562494	2.4359	-0.31561	2.0011	-0.809379	2.87069
64.28	-0.537424	2.44155	-0.346731	1.97934	-0.728117	2.90376
64.3	-0.509935	2.44744	-0.37518	1.96594	-0.64469	2.92894
64.32	-0.480229	2.45344	-0.399652	1.95998	-0.560807	2.94691
64.34	-0.448523	2.45944	-0.419112	1.9603	-0.477934	2.95857
64.36	-0.41504	2.46531	-0.432807	1.96562	-0.397272	2.96499
64.38	-0.380014	2.47095	-0.440266	1.97459	-0.319761	2.96731
64.4	-0.343686	2.47626	-0.441268	1.98588	-0.246103	2.96665
64.42	-0.306301	2.48116	-0.435805	1.99823	-0.176797	2.9641
64.44	-0.268111	2.48558	-0.424032	2.01051	-0.112189	2.96065
64.46	-0.229366	2.48946	-0.406216	2.02178	-0.0525155	2.95714
64.48	-0.190317	2.49275	-0.382683	2.03123	0.00204889	2.95426
64.5	-0.151214	2.49542	-0.35378	2.03829	0.0513517	2.95255
64.52	-0.1123	2.49748	-0.319832	2.04258	0.0952316	2.95237
64.54	-0.0738133	2.49891	-0.281124	2.04391	0.133497	2.95391
64.56	-0.0359818	2.49974	-0.237882	2.04232	0.165918	2.95716
64.58	0.000976212	2.5	-0.190273	2.03802	0.192226	2.96198
64.6	0.0368546	2.49973	-0.13842	2.03146	0.21213	2.968
64.62	0.0714609	2.49898	-0.0824192	2.02325	0.225341	2.97471
64.64	0.104618	2.49781	-0.022374	2.01421	0.231609	2.98141
64.66	0.136163	2.49629	0.0415606	2.00532	0.230766	2.98726
64.68	0.165953	2.49449	0.109133	1.99772	0.222772	2.99125
64.7	0.193858	2.49247	0.179945	1.99267	0.20777	2.99228
64.72	0.219769	2.49032	0.253407	1.99145	0.186131	2.98919
64.74	0.243592	2.4881	0.328696	1.9954	0.158489	2.98081
64.76	0.265254	2.48589	0.404738	2.00574	0.12577	2.96604
64.78	0.284695	2.48374	0.480202	2.02354	0.0891893	2.94393
64.8	0.301876	2.48171	0.553519	2.04965	0.0502337	2.91377
64.82	0.316772	2.47985	0.622936	2.08455	0.0106088	2.87515
64.84	0.329375	2.47821	0.686585	2.12835	-0.0278345	2.82807
64.86	0.339693	2.47681	0.742585	2.18071	-0.0631997	2.77292
64.88	0.347746	2.4757	0.789151	2.24083	-0.0936589	2.71056
64.9	0.353572	2.47487	0.824717	2.30747	-0.117573	2.64227
64.92	0.357219	2.47435	0.848046	2.37901	-0.133607	2.56969
64.94	0.35875	2.47413	0.858325	2.45352	-0.140825	2.49473
64.96	0.358238	2.4742	0.855235	2.52891	-0.13876	2.41949
64.98	0.355766	2.47456	0.838976	2.60304	-0.127443	2.34607
65	0.351431	2.47518	0.81026	2.67386	-0.107399	2.27649
65.02	0.345335	2.47603	0.770263	2.73954	-0.0795935	2.21253
65.04	0.33759	2.4771	0.720538	2.79858	-0.045359	2.15562
65.06	0.328315	2.47835	0.662916	2.84989	-0.00628561	2.10681
65.08	0.317637	2.47974	0.599381	2.8928	0.0358941	2.06668
65.1	0.305687	2.48124	0.531952	2.92712	0.0794224	2.03537
65.12	0.2926	2.48282	0.462577	2.95304	0.122623	2.0126
65.14	0.278515	2.48444	0.39304	2.97114	0.163991	1.99773
65.16	0.263574	2.48607	0.324899	2.98229	0.202249	1.98984
65.18	0.247918	2.48768	0.259447	2.98754	0.23639	1.98781
65.2	0.231691	2.48924	0.197701	2.98808	0.265681	1.9904
65.22	0.215033	2.49074	0.140415	2.98514	0.289651	1.99633
65.24	0.198083	2.49214	0.0881069	2.9799	0.308059	2.00438
65.26	0.180978	2.49344	0.0411033	2.97348	0.320853	2.0134
65.28	0.163849	2.49462	-0.000415975	2.96687	0.328114	2.02238
65.3	0.146821	2.49568	-0.0363677	2.96092	0.33001	2.03045
65.32	0.130016	2.49662	-0.0667203	2.95629	0.326752	2.03695
65.34	0.113544	2.49742	-0.091456	2.95346	0.318544	2.04138
65.36	0.0975114	2.4981	-0.110542	2.95276	0.305564	2.04344
65.38	0.0820134	2.49865	-0.12391	2.95428	0.287937	2.04303
65.4	0.0671366	2.4991	-0.131454	2.95797	0.265727	2.04023
65.42	0.0529579	2.49944	-0.133033	2.96356	0.238949	2.03532
65.44	0.0395438	2.49969	-0.128487	2.97061	0.207574	2.02877
65.46	0.0269501	2.49985	-0.117669	2.97848	0.171569	2.02123
65.48	0.0152221	2.49995	-0.100478	2.98638	0.130922	2.01352
65.5	0.0043941	2.5	-0.0769104	2.99334	0.0856986	2.00665
65.52	-0.00551036	2.49999	-0.047103	2.99826	0.0360823	2.00173
65.54	-0.0144786	2.49996	-0.0113857	2.99995	-0.0175715	1.99997
65.56	-0.0225083	2.4999	0.0296758	2.99717	-0.0746924	2.00263
65.58	-0.0296078	2.49982	0.0752465	2.98871	-0.134462	2.01094
65.6	-0.0357949	2.49974	0.124207	2.97345	-0.195797	2.02604
65.62	-0.041097	2.49966	0.175158	2.95048	-0.257353	2.04885
65.64	-0.0455507	2.49958	0.226456	2.91912	-0.317558	2.08005
65.66	-0.0492004	2.49952	0.276268	2.87908	-0.374669	2.11995
65.68	-0.0520987	2.49946	0.322658	2.83045	-0.426856	2.16846
65.7	-0.0543048	2.49941	0.363696	2.77377	-0.472306	2.22505
65.72	-0.0558842	2.49938	0.397571	2.71004	-0.509339	2.28871
65.74	-0.0569077	2.49935	0.422712	2.64065	-0.536528	2.35806
65.76	-0.0574507	2.49934	0.437901	2.56736	-0.552803	2.43132
65.78	-0.0575922	2.49934	0.442356	2.49216	-0.557541	2.50652
65.8	-0.0574138	2.49934	0.435788	2.41717	-0.550615	2.58151
65.82	-0.056999	2.49935	0.418416	2.34449	-0.532414	2.65421
65.84	-0.0564321	2.49936	0.39095	2.27609	-0.503814	2.72263
65.86	-0.0557972	2.49938	0.354524	2.21366	-0.466118	2.7851
65.88	-0.0551775	2.49939	0.310609	2.15851	-0.420964	2.84027
65.9	-0.054654	2.4994	0.260904	2.11156	-0.370212	2.88725
65.92	-0.054305	2.49941	0.207212	2.07325	-0.315822	2.92557
65.94	-0.0542051	2.49941	0.151332	2.04361	-0.259742	2.95521
65.96	-0.0544241	2.49941	0.094952	2.02224	-0.2038	2.97657
65.98	-0.0550266	2.49939	0.0395759	2.00843	-0.149629	2.99036
66	-0.0560709	2.49937	-0.0135339	2.00118	-0.0986079	2.99756
66.02	-0.0576085	2.49934	-0.0633797	1.99937	-0.0518373	2.9993
66.04	-0.0596837	2.49929	-0.10923	2.00175	-0.0101371	2.99683
66.06	-0.0623325	2.49922	-0.150599	2.00708	0.0259344	2.99137
66.08	-0.0655826	2.49914	-0.187211	2.01416	0.0560453	2.98412
66.1	-0.0694528	2.49904	-0.21895	2.02191	0.0800447	2.97616
66.12	-0.0739525	2.49891	-0.245819	2.02937	0.0979136	2.96844
66.14	-0.079082	2.49875	-0.267881	2.03576	0.109717	2.96173
66.16	-0.0848318	2.49856	-0.285221	2.04047	0.115558	2.95665
66.18	-0.0911827	2.49834	-0.297911	2.04307	0.115545	2.9536
66.2	-0.098106	2.49807	-0.305977	2.04333	0.109765	2.95282
66.22	-0.105563	2.49777	-0.309394	2.0412	0.0982671	2.95434
66.24	-0.113508	2.49742	-0.308075	2.03683	0.08106	2.95801
66.26	-0.121882	2.49703	-0.301887	2.03055	0.058123	2.9635
66.28	-0.130621	2.49659	-0.290668	2.02289	0.0294251	2.97028
66.3	-0.139653	2.4961	-0.274262	2.01456	-0.00504352	2.97764
66.32	-0.148896	2.49556	-0.25256	2.00643	-0.0452312	2.9847
66.34	-0.158262	2.49499	-0.225546	1.99953	-0.0909786	2.99044
66.36	-0.167659	2.49437	-0.193348	1.99503	-0.14197	2.99371
66.38	-0.176986	2.49373	-0.156288	1.99416	-0.197684	2.9933
66.4	-0.186141	2.49306	-0.114922	1.99816	-0.257359	2.98796
66.42	-0.195015	2.49238	-0.0700717	2.00824	-0.319959	2.97652
66.44	-0.2035	2.4917	-0.0228283	2.02549	-0.384171	2.95792
66.46	-0.211483	2.49104	0.0254559	2.05074	-0.448421	2.93133
66.48	-0.218851	2.4904	0.0732106	2.08457	-0.510913	2.89623
66.5	-0.225493	2.48981	0.118714	2.12715	-0.5697	2.85247
66.52	-0.231297	2.48928	0.160186	2.17825	-0.622781	2.80031
66.54	-0.236155	2.48882	0.195895	2.23716	-0.668206	2.74048
66.56	-0.239962	2.48846	0.224279	2.30277	-0.704203	2.67415
66.58	-0.242616	2.4882	0.244059	2.37354	-0.729291	2.60286
66.6	-0.244021	2.48806	0.254342	2.44763	-0.742383	2.5285
66.62	-0.244088	2.48806	0.25469	2.52299	-0.742866	2.45312
66.64	-0.242734	2.48819	0.245169	2.59751	-0.730637	2.37887
66.66	-0.239885	2.48846	0.226341	2.66911	-0.706111	2.30782
66.68	-0.235475	2.48889	0.199231	2.73593	-0.670182	2.24184
66.7	-0.229448	2.48945	0.16525	2.79639	-0.624146	2.18251
66.72	-0.221759	2.49015	0.126092	2.84931	-0.569611	2.13098
66.74	-0.212374	2.49096	0.0836239	2.89393	-0.508371	2.08799
66.76	-0.201269	2.49188	0.0397594	2.92995	-0.442298	2.05382
66.78	-0.188436	2.49289	-0.0036502	2.95749	-0.373222	2.02829
66.8	-0.173878	2.49395	-0.0449116	2.97703	-0.302844	2.01086
66.82	-0.157611	2.49503	-0.0825601	2.98936	-0.232661	2.00069
66.84	-0.139665	2.4961	-0.115404	2.99551	-0.163927	1.99668
66.86	-0.120087	2.49711	-0.142541	2.99661	-0.0976335	1.99762
66.88	-0.0989354	2.49804	-0.163351	2.99387	-0.0345199	2.00221
66.9	-0.0762842	2.49884	-0.177471	2.98849	0.024903	2.00918
66.92	-0.0522222	2.49945	-0.184756	2.98157	0.0803113	2.01734
66.94	-0.0268522	2.49986	-0.185226	2.97411	0.131521	2.0256
66.96	-0.000291071	2.5	-0.179021	2.96696	0.178439	2.03304
66.98	0.0273309	2.49985	-0.166353	2.96081	0.221015	2.03889
67	0.0558707	2.49938	-0.14746	2.95616	0.259202	2.04259
67.02	0.0851731	2.49855	-0.122579	2.95334	0.292925	2.04375
67.04	0.115072	2.49735	-0.0919153	2.95249	0.322059	2.04221
67.06	0.145391	2.49577	-0.0556386	2.95358	0.346421	2.03796
67.08	0.175947	2.4938	-0.0138789	2.95637	0.365773	2.03124
67.1	0.206547	2.49145	0.0332594	2.96046	0.379834	2.02244
67.12	0.236993	2.48874	0.0856743	2.96529	0.388312	2.01219
67.14	0.267084	2.48569	0.143232	2.97011	0.390937	2.00127
67.16	0.296616	2.48234	0.205726	2.97401	0.387506	1.99067
67.18	0.325384	2.47873	0.27283	2.97597	0.377937	1.9815
67.2	0.353181	2.47493	0.344049	2.97484	0.362314	1.97501
67.22	0.379807	2.47098	0.418674	2.96947	0.34094	1.97249
67.24	0.405062	2.46697	0.495752	2.95867	0.314372	1.97526
67.26	0.428751	2.46296	0.574058	2.94138	0.283443	1.98454
67.28	0.450686	2.45904	0.652103	2.91668	0.24927	2.0014
67.3	0.470688	2.45529	0.728156	2.88391	0.21322	2.02668
67.32	0.488584	2.45179	0.800297	2.84273	0.176871	2.06085
67.34	0.504212	2.44863	0.866497	2.79323	0.141927	2.10403
67.36	0.517418	2.44587	0.924716	2.73588	0.11012	2.15586
67.38	0.528062	2.44359	0.973023	2.67165	0.0831007	2.21554
67.4	0.536013	2.44186	1.00971	2.60189	0.0623131	2.28184
67.42	0.541155	2.44073	1.03342	2.52832	0.0488868	2.35314
67.44	0.543382	2.44023	1.04322	2.45293	0.0435433	2.42754
67.46	0.542604	2.44041	1.03867	2.37785	0.0465327	2.50296
67.48	0.538743	2.44126	1.01988	2.30521	0.0576079	2.57731
67.5	0.531737	2.4428	0.987436	2.23703	0.0760387	2.64856
67.52	0.521541	2.44499	0.942418	2.17506	0.100664	2.71492
67.54	0.508124	2.44782	0.88627	2.1207	0.129979	2.77493
67.56	0.491475	2.45121	0.820711	2.07491	0.162238	2.82752
67.58	0.471598	2.45512	0.747613	2.0382	0.195582	2.87203
67.6	0.448519	2.45944	0.668888	2.01062	0.228149	2.90825
67.62	0.422284	2.46408	0.586379	1.99177	0.258189	2.93638
67.64	0.392959	2.46892	0.501776	1.98091	0.284142	2.95694
67.66	0.360635	2.47385	0.41656	1.97699	0.30471	2.97071
67.68	0.325423	2.47873	0.331964	1.97877	0.318882	2.97869
67.7	0.287459	2.48342	0.24897	1.9849	0.325947	2.98193
67.72	0.246902	2.48778	0.168324	1.99399	0.325481	2.98156
67.74	0.203937	2.49167	0.090567	2.00469	0.317307	2.97865
67.76	0.158771	2.49495	0.0160793	2.01575	0.301462	2.97416
