t	x1	y1	x2	y2	x3	y3
187.64	2.16491	1.25027	2.05044	0.763551	2.27937	1.73699
187.66	2.2346	1.12097	2.091	0.642035	2.37819	1.59991
187.68	2.29111	1.0004	2.12389	0.529197	2.45833	1.47161
187.7	2.33615	0.890178	2.15075	0.425819	2.52154	1.35454
187.72	2.37137	0.791572	2.17317	0.332532	2.56957	1.25061
187.74	2.39837	0.705578	2.19263	0.249867	2.6041	1.16129
187.76	2.41855	0.632945	2.21048	0.178293	2.62662	1.0876
187.78	2.43316	0.574212	2.22795	0.118266	2.63838	1.03016
187.8	2.44323	0.529757	2.24607	0.070269	2.64038	0.989246
187.82	2.44953	0.499825	2.26571	0.0348398	2.63334	0.964811
187.84	2.45259	0.484556	2.28749	0.012601	2.61769	0.95651
187.86	2.4527	0.484	2.31177	0.0042713	2.59363	0.963729
187.88	2.44987	0.498134	2.33863	0.0106663	2.56111	0.985603
187.9	2.44385	0.526858	2.36776	0.032682	2.51995	1.02103
187.92	2.43416	0.569985	2.39849	0.0712588	2.46982	1.06871
187.94	2.42004	0.627231	2.42971	0.127324	2.41036	1.12714
187.96	2.40053	0.698185	2.45985	0.201716	2.34121	1.19465
187.98	2.37445	0.782282	2.48686	0.295081	2.26205	1.26948
188	2.34046	0.878767	2.50826	0.407762	2.17267	1.34977
188.02	2.29707	0.986655	2.52114	0.539677	2.07299	1.43363
188.04	2.24269	1.1047	2.52231	0.690195	1.96307	1.5192
188.06	2.17573	1.23135	2.50834	0.858028	1.84311	1.60466
188.08	2.09464	1.36473	2.47581	1.04115	1.71346	1.68831
188.1	1.99801	1.50265	2.42145	1.23675	1.57458	1.76855
188.12	1.88467	1.64257	2.34235	1.44125	1.42699	1.84388
188.14	1.75376	1.78166	2.23621	1.65037	1.27131	1.91296
188.16	1.60486	1.91687	2.10153	1.85925	1.1082	1.9745
188.18	1.43807	2.04498	1.93776	2.06265	0.938385	2.02731
188.2	1.25405	2.16272	1.74542	2.25519	0.762673	2.07025
188.22	1.05408	2.26692	1.52618	2.43159	0.581971	2.10225
188.24	0.840058	2.35463	1.28279	2.58698	0.397322	2.12229
188.26	0.614474	2.42331	1.01901	2.71716	0.209938	2.12945
188.28	0.380309	2.4709	0.739409	2.81882	0.0212096	2.12298
188.3	0.140931	2.49602	0.449157	2.88972	-0.167296	2.10233
188.32	-0.100059	2.498	0.153746	2.92879	-0.353865	2.0672
188.34	-0.338993	2.47691	-0.141294	2.93617	-0.536692	2.01766
188.36	-0.57231	2.43361	-0.430667	2.91313	-0.713952	1.95409
188.38	-0.79672	2.36965	-0.709548	2.86199	-0.883892	1.87731
188.4	-1.00935	2.28719	-0.973774	2.78592	-1.04492	1.78845
188.42	-1.20783	2.18887	-1.21998	2.68872	-1.19569	1.68901
188.44	-1.39041	2.07768	-1.44565	2.57462	-1.33517	1.58074
188.46	-1.55592	1.95681	-1.64915	2.44804	-1.46269	1.46558
188.48	-1.7038	1.8295	-1.82964	2.3134	-1.57797	1.34559
188.5	-1.83406	1.69889	-1.98699	2.17493	-1.68112	1.22286
188.52	-1.94716	1.56799	-2.1217	2.03653	-1.77261	1.09944
188.54	-2.04397	1.43951	-2.2347	1.90171	-1.85324	0.977319
188.56	-2.12566	1.3159	-2.32724	1.77346	-1.92407	0.858334
188.58	-2.19358	1.19925	-2.40078	1.65429	-1.98639	0.744197
188.6	-2.24922	1.09133	-2.45684	1.54619	-2.0416	0.636474
188.62	-2.29407	0.993608	-2.49692	1.45061	-2.09121	0.536608
188.64	-2.32957	0.907246	-2.52243	1.36855	-2.13671	0.445939
188.66	-2.35709	0.83315	-2.53464	1.30056	-2.17953	0.365737
188.68	-2.37782	0.772004	-2.53465	1.24677	-2.22098	0.297239
188.7	-2.39278	0.724302	-2.52341	1.20694	-2.26214	0.241669
188.72	-2.40278	0.690381	-2.50171	1.1805	-2.30386	0.200266
188.74	-2.40842	0.670446	-2.47023	1.16661	-2.34662	0.174281
188.76	-2.41005	0.66459	-2.42956	1.16421	-2.39053	0.164971
188.78	-2.40777	0.672805	-2.38027	1.17205	-2.43526	0.173562
188.8	-2.40146	0.69499	-2.32293	1.18879	-2.47998	0.201194
188.82	-2.39076	0.730943	-2.25815	1.21304	-2.52336	0.248847
188.84	-2.37509	0.780352	-2.18659	1.24346	-2.56359	0.317246
188.86	-2.35366	0.842781	-2.10895	1.2788	-2.59838	0.406759
188.88	-2.3255	0.917639	-2.02596	1.31799	-2.62503	0.517291
188.9	-2.28947	1.00416	-1.93835	1.36014	-2.64058	0.64819
188.92	-2.24432	1.10138	-1.84675	1.4046	-2.64188	0.798164
188.94	-2.18873	1.20809	-1.75166	1.45093	-2.62579	0.965239
188.96	-2.12136	1.32282	-1.65338	1.49889	-2.58933	1.14675
188.98	-2.04091	1.44384	-1.55195	1.54832	-2.52988	1.33935
189	-1.94624	1.56913	-1.44713	1.5991	-2.44534	1.53916
189.02	-1.83636	1.6964	-1.33842	1.65102	-2.33429	1.74179
189.04	-1.7106	1.82314	-1.22509	1.70367	-2.19612	1.94261
189.06	-1.56866	1.94661	-1.10626	1.7564	-2.03107	2.13683
189.08	-1.41065	2.06399	-0.981038	1.8082	-1.84027	2.31978
189.1	-1.23719	2.17241	-0.848636	1.85772	-1.62574	2.4871
189.12	-1.04939	2.26909	-0.708495	1.90332	-1.39029	2.63486
189.14	-0.848914	2.35146	-0.560418	1.94308	-1.13741	2.75983
189.16	-0.637894	2.41725	-0.404652	1.97498	-0.871136	2.85951
189.18	-0.418896	2.46466	-0.241934	1.99702	-0.595857	2.93229
189.2	-0.194816	2.4924	-0.0734933	2.00734	-0.316139	2.97746
189.22	0.0312351	2.4998	0.0990101	2.00442	-0.0365398	2.99519
189.24	0.256073	2.48685	0.273575	1.98716	0.238571	2.98654
189.26	0.476579	2.45415	0.447993	1.95497	0.505166	2.95334
189.28	0.689835	2.40294	0.619987	1.90784	0.759683	2.89804
189.3	0.893244	2.33498	0.787369	1.84631	0.999119	2.82364
189.32	1.08463	2.25246	0.948168	1.77144	1.22108	2.73348
189.34	1.26228	2.15793	1.10075	1.68474	1.42381	2.63112
189.36	1.425	2.05411	1.24387	1.58807	1.60613	2.52015
189.38	1.57211	1.94383	1.37677	1.48356	1.76745	2.40409
189.4	1.7034	1.82987	1.49914	1.3735	1.90766	2.28625
189.42	1.81907	1.71493	1.61111	1.26023	2.02702	2.16964
189.44	1.91968	1.6015	1.71321	1.14612	2.12615	2.05688
189.46	2.00609	1.49184	1.8063	1.03349	2.20588	1.95019
189.48	2.07933	1.38794	1.89148	0.924573	2.26718	1.85132
189.5	2.14055	1.29153	1.96999	0.821515	2.31111	1.76154
189.52	2.19096	1.20403	2.04313	0.726379	2.33879	1.68167
189.54	2.23175	1.12663	2.11216	0.64114	2.35135	1.61211
189.56	2.26403	1.06027	2.17816	0.567696	2.34991	1.55284
189.58	2.2888	1.00567	2.24199	0.507866	2.33561	1.50347
189.6	2.30693	0.963376	2.30421	0.463384	2.30964	1.46337
189.62	2.31907	0.933754	2.36494	0.435862	2.27321	1.43165
189.64	2.32574	0.917029	2.42388	0.426756	2.22759	1.4073
189.66	2.32721	0.913296	2.48026	0.437298	2.17415	1.38929
189.68	2.32356	0.92253	2.53282	0.468424	2.11431	1.37664
189.7	2.31468	0.94459	2.57984	0.520693	2.04952	1.36849
189.72	2.30025	0.979214	2.61926	0.594204	1.98124	1.36422
189.74	2.27976	1.02601	2.64868	0.688525	1.91084	1.3635
189.76	2.25254	1.08446	2.66556	0.802645	1.83953	1.36627
189.78	2.21779	1.15386	2.66732	0.934942	1.76827	1.37279
189.8	2.17458	1.23337	2.65149	1.0832	1.69766	1.38355
189.82	2.12191	1.32193	2.6159	1.24466	1.62792	1.3992
189.84	2.05876	1.41827	2.55876	1.41607	1.55877	1.42048
189.86	1.98413	1.52093	2.47879	1.59386	1.48948	1.44799
189.88	1.89711	1.62818	2.37531	1.7742	1.4189	1.48217
189.9	1.79691	1.73813	2.2483	1.95319	1.34553	1.52307
189.92	1.68299	1.84866	2.09836	2.12699	1.26762	1.57033
189.94	1.55505	1.9575	1.92672	2.29196	1.18338	1.62305
189.96	1.41313	2.0623	1.73517	2.44477	1.09108	1.67983
189.98	1.25763	2.16064	1.52601	2.58251	0.989254	1.73877
190	1.08939	2.25016	1.30193	2.70274	0.876847	1.79759
190.02	0.909619	2.32865	1.06593	2.80358	0.753306	1.85371
190.04	0.719951	2.39409	0.82124	2.88372	0.618661	1.90446
190.06	0.522372	2.44482	0.571197	2.94243	0.473548	1.94721
190.08	0.319168	2.47954	0.319169	2.97954	0.319166	1.97954
190.1	0.112838	2.49745	0.0684673	2.99548	0.157209	1.99942
190.12	-0.0940006	2.49823	-0.177741	2.99117	-0.0102605	2.00529
190.14	-0.29872	2.48209	-0.416498	2.96802	-0.180943	1.99616
190.16	-0.49879	2.44974	-0.645123	2.92784	-0.352458	1.97163
190.18	-0.691874	2.40236	-0.861257	2.87279	-0.522492	1.93192
190.2	-0.875916	2.34153	-1.0629	2.80525	-0.68893	1.87781
190.22	-1.0492	2.26918	-1.24844	2.72777	-0.849966	1.81059
190.24	-1.2104	2.18745	-1.41663	2.64294	-1.00418	1.73196
190.26	-1.35859	2.09863	-1.5666	2.55331	-1.15057	1.64395
190.28	-1.49321	2.00507	-1.69783	2.46129	-1.2886	1.54886
190.3	-1.61411	1.9091	-1.81012	2.36908	-1.4181	1.44912
190.32	-1.72142	1.81293	-1.90353	2.27858	-1.53932	1.34727
190.34	-1.81557	1.71864	-1.97839	2.19138	-1.65274	1.24589
190.36	-1.89717	1.62811	-2.03524	2.10867	-1.7591	1.14755
190.38	-1.96699	1.54303	-2.07481	2.03127	-1.85918	1.05479
190.4	-2.0259	1.46483	-2.09799	1.95961	-1.9538	0.97006
190.42	-2.07476	1.39476	-2.10589	1.89379	-2.04363	0.895733
190.44	-2.11445	1.33382	-2.09976	1.83361	-2.12914	0.83404
190.46	-2.14577	1.28283	-2.08103	1.77862	-2.21052	0.787038
190.48	-2.16943	1.2424	-2.05131	1.72825	-2.28756	0.756555
190.5	-2.18601	1.21299	-2.01233	1.68185	-2.3597	0.744123
190.52	-2.19596	1.19489	-1.96599	1.63886	-2.42593	0.750913
190.54	-2.19956	1.18825	-1.91423	1.59884	-2.48489	0.777656
190.56	-2.19694	1.19308	-1.85899	1.56158	-2.53489	0.824585
190.58	-2.18807	1.20927	-1.80214	1.52716	-2.57401	0.891377
190.6	-2.17277	1.23656	-1.74534	1.49599	-2.6002	0.977133
190.62	-2.15069	1.27457	-1.68994	1.46877	-2.61143	1.08037
190.64	-2.12138	1.32278	-1.63692	1.44649	-2.60583	1.19907
190.66	-2.08427	1.38052	-1.58675	1.43028	-2.58179	1.33075
190.68	-2.03871	1.44695	-1.53937	1.42137	-2.53806	1.47252
190.7	-1.98402	1.52108	-1.49416	1.42088	-2.47388	1.62127
190.72	-1.91948	1.60175	-1.45	1.42973	-2.38896	1.77376
190.74	-1.84444	1.68761	-1.40532	1.4485	-2.28356	1.92673
190.76	-1.75831	1.77717	-1.35823	1.47728	-2.15839	2.07707
190.78	-1.66063	1.86877	-1.30664	1.51565	-2.01461	2.22189
190.8	-1.55112	1.96062	-1.24846	1.56262	-1.85377	2.35862
190.82	-1.42972	2.05083	-1.18175	1.61665	-1.67769	2.48501
190.84	-1.29662	2.13747	-1.10484	1.67571	-1.48841	2.59922
190.86	-1.15233	2.21859	-1.0165	1.73739	-1.28816	2.69979
190.88	-0.997623	2.29232	-0.916017	1.79903	-1.07923	2.78562
190.9	-0.833604	2.35693	-0.803233	1.85785	-0.863975	2.856
190.92	-0.661663	2.41085	-0.678556	1.91114	-0.644771	2.91057
190.94	-0.483454	2.45281	-0.542928	1.95636	-0.42398	2.94926
190.96	-0.300839	2.48183	-0.397747	1.99131	-0.203931	2.97235
190.98	-0.115834	2.49732	-0.244769	2.01423	0.013102	2.9804
191	0.0694679	2.49903	-0.0859923	2.02382	0.224928	2.97425
191.02	0.252968	2.48717	0.0764727	2.01935	0.429463	2.95498
191.04	0.432641	2.46228	0.240526	2.00066	0.624756	2.9239
191.06	0.606606	2.42529	0.404189	1.96809	0.809024	2.88248
191.08	0.773187	2.37743	0.565702	1.92251	0.980672	2.83235
191.1	0.930956	2.3202	0.723592	1.86523	1.13832	2.77517
191.12	1.07877	2.25527	0.876714	1.79792	1.28082	2.71263
191.14	1.21577	2.18447	1.02427	1.7226	1.40728	2.64634
191.16	1.34142	2.10965	1.16578	1.64151	1.51705	2.57778
191.18	1.45541	2.03268	1.30106	1.5571	1.60976	2.50826
191.2	1.55773	1.95537	1.43016	1.47192	1.68529	2.43883
191.22	1.64854	1.87944	1.55326	1.38861	1.74383	2.37028
191.24	1.7282	1.80647	1.67059	1.3098	1.7858	2.30314
191.26	1.79716	1.73787	1.78237	1.23809	1.81196	2.23765
191.28	1.85599	1.67491	1.88866	1.17597	1.82331	2.17384
191.3	1.90525	1.61864	1.98932	1.12576	1.82118	2.11153
191.32	1.94554	1.56999	2.08395	1.08953	1.80714	2.05045
191.34	1.9774	1.52966	2.17181	1.06901	1.78299	1.99032
191.36	2.00132	1.49824	2.25188	1.06555	1.75076	1.93092
191.38	2.0177	1.47611	2.32283	1.08001	1.71257	1.87221
191.4	2.02684	1.46353	2.3831	1.11271	1.67058	1.81436
191.42	2.02893	1.46063	2.431	1.16341	1.62686	1.75786
191.44	2.02406	1.46737	2.46479	1.23125	1.58332	1.7035
191.46	2.01219	1.48361	2.48285	1.31485	1.54153	1.65237
191.48	1.99318	1.50905	2.48373	1.41228	1.50264	1.60582
191.5	1.9668	1.54327	2.46632	1.5212	1.46729	1.56534
191.52	1.93274	1.58572	2.4299	1.63898	1.43559	1.53246
191.54	1.89062	1.63571	2.3742	1.76279	1.40704	1.50863
191.56	1.84003	1.69242	2.29943	1.88978	1.38064	1.49505
191.58	1.78057	1.75487	2.20624	2.01718	1.3549	1.49257
191.6	1.71183	1.82199	2.09566	2.14242	1.32799	1.50156
191.62	1.63348	1.89255	1.96907	2.26319	1.29789	1.5219
191.64	1.54529	1.96521	1.8281	2.37755	1.26249	1.55288
191.66	1.44715	2.03857	1.6745	2.48389	1.21979	1.59325
191.68	1.33908	2.11113	1.51015	2.58095	1.16801	1.6413
191.7	1.22132	2.18137	1.33691	2.66783	1.10574	1.69491
191.72	1.0943	2.24778	1.15664	2.74388	1.03197	1.75168
191.74	0.958672	2.30888	0.97113	2.80873	0.946213	1.80904
191.76	0.815288	2.36333	0.782138	2.86223	0.848437	1.86443
191.78	0.665228	2.40987	0.591351	2.90438	0.739105	1.91536
191.8	0.509756	2.44748	0.400415	2.93538	0.619096	1.95958
191.82	0.350295	2.47534	0.210949	2.95553	0.489641	1.99515
191.84	0.18839	2.49289	0.0245469	2.96529	0.352232	2.0205
191.86	0.0256546	2.49987	-0.157218	2.96523	0.208527	2.03451
191.88	-0.136273	2.49628	-0.332796	2.95604	0.0602506	2.03652
191.9	-0.295785	2.48244	-0.500674	2.93853	-0.0908959	2.02635
191.92	-0.451357	2.45892	-0.6594	2.91358	-0.243314	2.00426
191.94	-0.601588	2.42654	-0.807602	2.88212	-0.395573	1.97095
191.96	-0.745236	2.38634	-0.94402	2.84513	-0.546453	1.92755
191.98	-0.881252	2.33953	-1.06754	2.80353	-0.694966	1.87553
192	-1.00879	2.28743	-1.17722	2.75821	-0.840356	1.81666
192.02	-1.12721	2.23146	-1.27233	2.70993	-0.982079	1.75298
192.04	-1.23607	2.17305	-1.35239	2.65933	-1.11976	1.68676
192.06	-1.33514	2.11362	-1.41717	2.60685	-1.25312	1.62039
192.08	-1.42435	2.05456	-1.46676	2.55276	-1.38193	1.55637
192.1	-1.50375	1.99718	-1.50158	2.49717	-1.50593	1.49718
192.12	-1.57355	1.94267	-1.52235	2.44004	-1.62474	1.44529
192.14	-1.63399	1.89211	-1.53019	2.38122	-1.73779	1.403
192.16	-1.6854	1.84646	-1.52649	2.32054	-1.84432	1.37239
192.18	-1.72813	1.80653	-1.51297	2.25787	-1.94329	1.3552
192.2	-1.76251	1.773	-1.49158	2.19323	-2.03345	1.35277
192.22	-1.78887	1.7464	-1.46441	2.12683	-2.11334	1.36598
192.24	-1.80749	1.72713	-1.43364	2.05915	-2.18134	1.39511
192.26	-1.81858	1.71545	-1.40135	1.99099	-2.23581	1.43992
192.28	-1.8223	1.7115	-1.36945	1.92346	-2.27515	1.49953
192.3	-1.81875	1.71527	-1.33954	1.85796	-2.29796	1.57258
192.32	-1.80795	1.72665	-1.3128	1.79612	-2.3031	1.65718
192.34	-1.78986	1.7454	-1.28989	1.73969	-2.28982	1.75111
192.36	-1.76437	1.77116	-1.27093	1.69043	-2.25781	1.85189
192.38	-1.73134	1.80346	-1.25548	1.64998	-2.2072	1.95694
192.4	-1.6906	1.84171	-1.24258	1.61971	-2.13862	2.0637
192.42	-1.64196	1.8852	-1.23084	1.60063	-2.05308	2.16977
192.44	-1.58524	1.93314	-1.21853	1.59325	-1.95195	2.27302
192.46	-1.52029	1.98462	-1.20371	1.59761	-1.83687	2.37163
192.48	-1.44702	2.03866	-1.18443	1.61317	-1.70961	2.46415
192.5	-1.3654	2.0942	-1.15877	1.6389	-1.57204	2.54951
192.52	-1.27552	2.15013	-1.12506	1.6733	-1.42598	2.62695
192.54	-1.17755	2.2053	-1.08191	1.71454	-1.2732	2.69607
192.56	-1.07184	2.25857	-1.02832	1.76047	-1.11536	2.75668
192.58	-0.958842	2.30881	-0.963715	1.80884	-0.95397	2.80879
192.6	-0.839174	2.35495	-0.887916	1.85733	-0.790432	2.85257
192.62	-0.713595	2.39599	-0.80116	1.90372	-0.626031	2.88827
192.64	-0.583005	2.43107	-0.704036	1.94594	-0.461974	2.9162
192.66	-0.448423	2.45945	-0.597431	1.98217	-0.299415	2.93674
192.68	-0.310968	2.48058	-0.482451	2.01091	-0.139485	2.95026
192.7	-0.171834	2.49409	-0.360354	2.03099	0.0166867	2.95719
192.72	-0.0322554	2.49979	-0.23247	2.04163	0.167959	2.95796
192.74	0.106523	2.49773	-0.100131	2.04243	0.313178	2.95302
192.76	0.243283	2.48813	0.0353849	2.03341	0.451182	2.94286
192.78	0.376862	2.47143	0.172903	2.01492	0.580821	2.92794
192.8	0.506182	2.44822	0.311384	1.98773	0.70098	2.90871
192.82	0.630274	2.41925	0.449934	1.9529	0.810613	2.88559
192.84	0.748295	2.38538	0.587808	1.91184	0.908782	2.85893
192.86	0.859539	2.34759	0.724382	1.86621	0.994696	2.82898
192.88	0.963443	2.3069	0.859124	1.8179	1.06776	2.79589
192.9	1.05958	2.26435	0.99154	1.769	1.12762	2.7597
192.92	1.14767	2.22101	1.12112	1.72171	1.17421	2.7203
192.94	1.22752	2.17789	1.24727	1.67828	1.20777	2.6775
192.96	1.29908	2.13598	1.36928	1.64093	1.22888	2.63102
192.98	1.36236	2.09618	1.48623	1.61177	1.23848	2.58059
193	1.41745	2.05933	1.59702	1.59269	1.23787	2.52597
193.02	1.46448	2.02616	1.70032	1.58528	1.22863	2.46704
193.04	1.50361	1.99729	1.79462	1.5907	1.21259	2.40388
193.06	1.53501	1.97325	1.87825	1.60967	1.19178	2.33684
193.08	1.55887	1.95447	1.94949	1.64235	1.16824	2.26658
193.1	1.57532	1.94122	2.00666	1.68834	1.14399	2.19411
193.12	1.58452	1.93373	2.04822	1.7467	1.12082	2.12075
193.14	1.58656	1.93205	2.0729	1.81597	1.10022	2.04813
193.16	1.58151	1.93619	2.07975	1.89429	1.08327	1.97808
193.18	1.56942	1.946	2.0683	1.97947	1.07054	1.91253
193.2	1.5503	1.96127	2.03852	2.06916	1.06208	1.85337
193.22	1.52414	1.98166	1.99089	2.16096	1.05739	1.80237
193.24	1.49092	2.00678	1.92632	2.25259	1.05551	1.76097
193.26	1.4506	2.03611	1.84615	2.34196	1.05506	1.73026
193.28	1.40319	2.06907	1.752	2.4273	1.05437	1.71085
193.3	1.34867	2.10502	1.64571	2.50722	1.05163	1.70281
193.32	1.28709	2.14322	1.52921	2.58069	1.04498	1.70575
193.34	1.21855	2.18292	1.40444	2.64708	1.03267	1.71875
193.36	1.14321	2.2233	1.27324	2.7061	1.01317	1.74051
193.38	1.06128	2.26356	1.13735	2.75773	0.985207	1.76938
193.4	0.973093	2.30284	0.998306	2.80221	0.94788	1.80348
193.42	0.87905	2.34036	0.857462	2.83989	0.900639	1.84082
193.44	0.779653	2.37532	0.716005	2.87125	0.8433	1.87939
193.46	0.675493	2.40701	0.57497	2.8968	0.776016	1.91722
193.48	0.567253	2.43479	0.435277	2.91706	0.69923	1.95253
193.5	0.455695	2.45812	0.297772	2.93252	0.613618	1.98371
193.52	0.341646	2.47655	0.163261	2.94364	0.520032	2.00945
193.54	0.225986	2.48977	0.0325425	2.95083	0.41943	2.0287
193.56	0.109627	2.4976	-0.0935667	2.95445	0.31282	2.04074
193.58	-0.0065069	2.49999	-0.214222	2.9548	0.201208	2.04518
193.6	-0.121497	2.49705	-0.328549	2.95216	0.0855544	2.04193
193.62	-0.234454	2.48898	-0.43565	2.94672	-0.0332583	2.03125
193.64	-0.344533	2.47615	-0.534627	2.9386	-0.154439	2.01369
193.66	-0.450952	2.45899	-0.624612	2.92787	-0.277291	1.99012
193.68	-0.553003	2.43807	-0.704801	2.91447	-0.401204	1.96167
193.7	-0.650063	2.414	-0.774502	2.89827	-0.525624	1.92974
193.72	-0.741599	2.38747	-0.833182	2.87901	-0.650016	1.89593
193.74	-0.82717	2.35919	-0.880519	2.85634	-0.773821	1.86205
193.76	-0.906427	2.32989	-0.91645	2.82979	-0.896403	1.82999
193.78	-0.979103	2.3003	-0.941209	2.79886	-1.017	1.80173
193.8	-1.04501	2.27111	-0.955361	2.76301	-1.13466	1.77922
193.82	-1.10404	2.24301	-0.959812	2.72176	-1.24826	1.76426
193.84	-1.15612	2.21662	-0.955801	2.67473	-1.35644	1.7585
193.86	-1.20125	2.19249	-0.944864	2.62175	-1.45764	1.76322
193.88	-1.23946	2.17112	-0.928771	2.56287	-1.55014	1.77936
193.9	-1.27079	2.15293	-0.909441	2.49851	-1.63214	1.80734
193.92	-1.29532	2.13826	-0.888829	2.42941	-1.7018	1.84711
193.94	-1.31312	2.12738	-0.868807	2.3567	-1.75742	1.89805
193.96	-1.32427	2.12045	-0.851035	2.28185	-1.7975	1.95905
193.98	-1.32886	2.11758	-0.836847	2.20661	-1.82087	2.02855
194	-1.32695	2.11877	-0.827151	2.13294	-1.82675	2.10461
194.02	-1.31862	2.12397	-0.822366	2.06286	-1.81487	2.18507
194.04	-1.30392	2.13302	-0.822396	1.99837	-1.78545	2.26767
194.06	-1.28293	2.14571	-0.826645	1.94126	-1.73922	2.35017
194.08	-1.25571	2.16176	-0.834072	1.89301	-1.67734	2.4305
194.1	-1.22232	2.18081	-0.843279	1.85473	-1.60136	2.50689
194.12	-1.18286	2.20246	-0.852627	1.82704	-1.5131	2.57789
194.14	-1.13744	2.22626	-0.860363	1.81005	-1.41452	2.64246
194.16	-1.0862	2.2517	-0.864738	1.80342	-1.30766	2.69998
194.18	-1.02931	2.27827	-0.864128	1.80634	-1.1945	2.7502
194.2	-0.966999	2.30541	-0.857125	1.81763	-1.07687	2.79319
194.22	-0.899525	2.33256	-0.842601	1.83582	-0.956448	2.82931
194.24	-0.827211	2.35918	-0.819748	1.85923	-0.834673	2.85912
194.26	-0.750433	2.38471	-0.788092	1.88613	-0.712775	2.88329
194.28	-0.669623	2.40865	-0.747471	1.91475	-0.591775	2.90255
194.3	-0.585265	2.43053	-0.698011	1.9434	-0.47252	2.91765
194.32	-0.497897	2.44992	-0.64007	1.97056	-0.355723	2.92928
194.34	-0.408098	2.46647	-0.574191	1.99486	-0.242004	2.93807
194.36	-0.316487	2.47989	-0.501042	2.01519	-0.131932	2.94458
194.38	-0.223709	2.48997	-0.421356	2.03069	-0.0260621	2.94925
194.4	-0.130429	2.4966	-0.335893	2.04076	0.0750349	2.95243
194.42	-0.0373146	2.49972	-0.245388	2.04507	0.170759	2.95437
194.44	0.0549701	2.4994	-0.150531	2.04358	0.260471	2.95521
194.46	0.145778	2.49575	-0.051943	2.0365	0.3435	2.95499
194.48	0.234491	2.48898	0.049824	2.02433	0.419159	2.95363
194.5	0.320526	2.47937	0.154282	2.00781	0.486771	2.95092
194.52	0.403346	2.46725	0.260983	1.98794	0.54571	2.94655
194.54	0.482464	2.453	0.369489	1.96593	0.595438	2.94007
194.56	0.557447	2.43706	0.479331	1.9432	0.635564	2.93092
194.58	0.627922	2.41986	0.589958	1.9213	0.665885	2.91842
194.6	0.69357	2.40187	0.700694	1.90192	0.686445	2.90182
194.62	0.754129	2.38355	0.810687	1.88675	0.697572	2.88034
194.64	0.809392	2.36535	0.918878	1.87749	0.699906	2.85322
194.66	0.859199	2.34772	1.02398	1.87565	0.694414	2.81978
194.68	0.903435	2.33105	1.1245	1.88258	0.682373	2.77953
194.7	0.942023	2.31573	1.21871	1.89926	0.665333	2.73219
194.72	0.97492	2.30207	1.30479	1.92632	0.645052	2.67782
194.74	1.00211	2.29036	1.38083	1.9639	0.6234	2.61682
194.76	1.02361	2.28084	1.44497	2.01166	0.602252	2.55002
194.78	1.03944	2.27367	1.49551	2.06873	0.583365	2.4786
194.8	1.04964	2.26898	1.53102	2.13382	0.568253	2.40414
194.82	1.05427	2.26683	1.55045	2.20519	0.558081	2.32847
194.84	1.05339	2.26724	1.55321	2.28086	0.553578	2.25361
194.86	1.04709	2.27016	1.53919	2.35866	0.554984	2.18165
194.88	1.03544	2.27549	1.50885	2.43638	0.562038	2.1146
194.9	1.01856	2.2831	1.46311	2.51196	0.574008	2.05424
194.92	0.996537	2.2928	1.40332	2.58353	0.589752	2.00206
194.94	0.969511	2.30435	1.3312	2.64958	0.607819	1.95913
194.96	0.937625	2.31751	1.24869	2.70897	0.626562	1.92605
194.98	0.901042	2.33198	1.15783	2.761	0.644258	1.90295
195	0.859952	2.34744	1.06067	2.80538	0.65923	1.8895
195.02	0.81457	2.36357	0.959192	2.8422	0.669947	1.88495
195.04	0.765137	2.38003	0.855169	2.87186	0.675105	1.88821
195.06	0.711927	2.39649	0.750177	2.89502	0.673676	1.89795
195.08	0.655242	2.4126	0.645545	2.91251	0.664939	1.9127
195.1	0.595417	2.42806	0.542359	2.92524	0.648474	1.93088
195.12	0.532813	2.44256	0.441484	2.93415	0.624143	1.95097
195.14	0.467822	2.45584	0.343598	2.94016	0.592046	1.97152
195.16	0.400857	2.46765	0.249234	2.94411	0.55248	1.9912
195.18	0.332353	2.47781	0.158829	2.94673	0.505877	2.00889
195.2	0.26276	2.48615	0.0727638	2.94865	0.452756	2.02366
195.22	0.192539	2.49257	-0.00859648	2.95034	0.393674	2.03481
195.24	0.122154	2.49701	-0.084874	2.95214	0.329182	2.04189
195.26	0.0520701	2.49946	-0.155659	2.95426	0.259799	2.04465
195.28	-0.0172578	2.49994	-0.220502	2.95677	0.185986	2.04311
195.3	-0.0853866	2.49854	-0.278919	2.95957	0.108145	2.03751
195.32	-0.151892	2.49538	-0.330404	2.96243	0.0266199	2.02833
195.34	-0.216374	2.49062	-0.374463	2.96497	-0.0582856	2.01627
195.36	-0.278459	2.48444	-0.410639	2.96666	-0.146278	2.00223
195.38	-0.337803	2.47707	-0.43857	2.96681	-0.237036	1.98733
195.4	-0.394098	2.46874	-0.458028	2.96464	-0.330169	1.97285
195.42	-0.447068	2.4597	-0.468974	2.95922	-0.425162	1.96018
195.44	-0.496472	2.45021	-0.471608	2.94959	-0.521336	1.95083
195.46	-0.542105	2.44052	-0.466407	2.93475	-0.617803	1.94628
195.48	-0.583795	2.43088	-0.45415	2.91378	-0.71344	1.94798
195.5	-0.621403	2.42154	-0.435923	2.88587	-0.806883	1.95722
