Time 	Torso x	 Torso y 	Head x 	Head y 	Arm x 	Arm y 	Thigh x 	Thigh y 	Tibia x 	Tibia y 	Foot x 	Foot y	Robot x 	Robot y
52.326	-0.0586414	0.0880014	-0.0550853	0.145096	-0.149639	0.0273637	0.10145	6.21182e-018	0.189237	0.0508477	0.208789	0.0621726	0	0
52.344	-0.0597455	0.0872556	-0.0569091	0.14439	-0.149971	0.0254762	0.10145	6.21182e-018	0.18859	0.0519498	0.207997	0.0635201	0	0
52.362	-0.0608402	0.0864959	-0.0587239	0.143662	-0.150281	0.0235845	0.10145	6.21182e-018	0.187928	0.0530436	0.207189	0.0648575	0	0
52.38	-0.0619252	0.0857224	-0.0605293	0.14291	-0.150566	0.0216892	0.10145	6.21182e-018	0.187253	0.054129	0.206363	0.0661846	0	0
52.398	-0.0630003	0.0849354	-0.0623251	0.142136	-0.150827	0.0197904	0.10145	6.21182e-018	0.186564	0.0552058	0.205521	0.0675012	0	0
52.416	-0.0640655	0.0841349	-0.064111	0.14134	-0.151065	0.0178884	0.10145	6.21182e-018	0.185862	0.0562738	0.204662	0.0688071	0	0
52.434	-0.0651205	0.083321	-0.0658868	0.140521	-0.151278	0.0159837	0.10145	6.21182e-018	0.185146	0.0573329	0.203787	0.0701021	0	0
52.452	-0.0661651	0.0824939	-0.0676521	0.13968	-0.151467	0.0140763	0.10145	6.21182e-018	0.184417	0.0583829	0.202896	0.071386	0	0
52.47	-0.0671993	0.0816537	-0.0694066	0.138816	-0.151633	0.0121668	0.10145	6.21182e-018	0.183675	0.0594236	0.201988	0.0726585	0	0
52.488	-0.0682227	0.0808005	-0.0711501	0.137931	-0.151774	0.0102553	0.10145	6.21182e-018	0.18292	0.0604549	0.201065	0.0739195	0	0
52.506	-0.0692354	0.0799345	-0.0728824	0.137023	-0.151891	0.00834218	0.10145	6.21182e-018	0.182151	0.0614766	0.200125	0.0751687	0	0
52.524	-0.070237	0.0790558	-0.074603	0.136094	-0.151984	0.00642774	0.10145	6.21182e-018	0.181371	0.0624885	0.19917	0.076406	0	0
52.542	-0.0712275	0.0781646	-0.0763118	0.135143	-0.152053	0.00451228	0.10145	6.21182e-018	0.180577	0.0634905	0.1982	0.0776312	0	0
52.56	-0.0722067	0.0772609	-0.0780085	0.134171	-0.152098	0.00259611	0.10145	6.21182e-018	0.179771	0.0644825	0.197214	0.078844	0	0
52.578	-0.0731745	0.076345	-0.0796929	0.133177	-0.152118	0.000679517	0.10145	6.21182e-018	0.178952	0.0654642	0.196213	0.0800444	0	0
52.596	-0.0741306	0.075417	-0.0813645	0.132163	-0.152115	-0.00123718	0.10145	6.21182e-018	0.178121	0.0664355	0.195197	0.081232	0	0
52.614	-0.0750749	0.074477	-0.0830233	0.131127	-0.152087	-0.00315368	0.10145	6.21182e-018	0.177278	0.0673962	0.194166	0.0824067	0	0
52.632	-0.0760073	0.0735251	-0.0846688	0.130071	-0.152035	-0.00506968	0.10145	6.21182e-018	0.176423	0.0683463	0.193121	0.0835684	0	0
52.65	-0.0769277	0.0725616	-0.086301	0.128993	-0.15196	-0.00698487	0.10145	6.21182e-018	0.175555	0.0692855	0.19206	0.0847168	0	0
52.668	-0.0778358	0.0715866	-0.0879194	0.127896	-0.151859	-0.00889896	0.10145	6.21182e-018	0.174677	0.0702137	0.190986	0.0858517	0	0
52.686	-0.0787316	0.0706002	-0.0895239	0.126778	-0.151735	-0.0108116	0.10145	6.21182e-018	0.173786	0.0711307	0.189897	0.086973	0	0
52.704	-0.0796149	0.0696026	-0.0911141	0.12564	-0.151587	-0.0127226	0.10145	6.21182e-018	0.172884	0.0720365	0.188794	0.0880805	0	0
52.722	-0.0804856	0.068594	-0.0926899	0.124482	-0.151415	-0.0146315	0.10145	6.21182e-018	0.171971	0.0729308	0.187677	0.089174	0	0
52.74	-0.0813434	0.0675745	-0.094251	0.123304	-0.151218	-0.0165381	0.10145	6.21182e-018	0.171046	0.0738136	0.186547	0.0902534	0	0
52.758	-0.0821884	0.0665442	-0.0957971	0.122107	-0.150998	-0.0184421	0.10145	6.21182e-018	0.170111	0.0746846	0.185403	0.0913184	0	0
52.776	-0.0830203	0.0655034	-0.097328	0.12089	-0.150754	-0.0203432	0.10145	6.21182e-018	0.169164	0.0755438	0.184246	0.092369	0	0
52.794	-0.083839	0.0644521	-0.0988434	0.119654	-0.150485	-0.022241	0.10145	6.21182e-018	0.168207	0.076391	0.183075	0.0934048	0	0
52.812	-0.0846445	0.0633907	-0.100343	0.118399	-0.150193	-0.0241353	0.10145	6.21182e-018	0.167239	0.077226	0.181892	0.0944259	0	0
52.83	-0.0854364	0.0623191	-0.101827	0.117126	-0.149877	-0.0260258	0.10145	6.21182e-018	0.166261	0.0780488	0.180696	0.0954319	0	0
52.848	-0.0862149	0.0612377	-0.103295	0.115833	-0.149537	-0.0279121	0.10145	6.21182e-018	0.165273	0.0788592	0.179487	0.0964228	0	0
52.866	-0.0869796	0.0601466	-0.104746	0.114523	-0.149174	-0.029794	0.10145	6.21182e-018	0.164274	0.0796571	0.178266	0.0973984	0	0
52.884	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.163265	0.0804424	0.177033	0.0983585	0	0
52.902	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.162247	0.0812148	0.175788	0.099303	0	0
52.92	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.161219	0.0819744	0.17453	0.100232	0	0
52.938	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.160181	0.0827209	0.173262	0.101145	0	0
52.956	-0.0869796	0.0601466	-0.104746	0.114523	-0.149174	-0.029794	0.10145	6.21182e-018	0.161219	0.0819744	0.17453	0.100232	0	0
52.974	-0.0862149	0.0612377	-0.103295	0.115833	-0.149537	-0.0279121	0.10145	6.21182e-018	0.162247	0.0812148	0.175788	0.099303	0	0
52.992	-0.0854364	0.0623191	-0.101827	0.117126	-0.149877	-0.0260258	0.10145	6.21182e-018	0.163265	0.0804424	0.177033	0.0983585	0	0
53.01	-0.0846445	0.0633907	-0.100343	0.118399	-0.150193	-0.0241353	0.10145	6.21182e-018	0.164274	0.0796571	0.178266	0.0973984	0	0
53.028	-0.083839	0.0644521	-0.0988434	0.119654	-0.150485	-0.022241	0.10145	6.21182e-018	0.165273	0.0788592	0.179487	0.0964228	0	0
53.046	-0.0830203	0.0655034	-0.097328	0.12089	-0.150754	-0.0203432	0.10145	6.21182e-018	0.166261	0.0780488	0.180696	0.0954319	0	0
53.064	-0.0821884	0.0665442	-0.0957971	0.122107	-0.150998	-0.0184421	0.10145	6.21182e-018	0.167239	0.077226	0.181892	0.0944259	0	0
53.082	-0.0813434	0.0675745	-0.094251	0.123304	-0.151218	-0.0165381	0.10145	6.21182e-018	0.168207	0.076391	0.183075	0.0934048	0	0
53.1	-0.0804856	0.068594	-0.0926899	0.124482	-0.151415	-0.0146315	0.10145	6.21182e-018	0.169164	0.0755438	0.184246	0.092369	0	0
53.118	-0.0796149	0.0696026	-0.0911141	0.12564	-0.151587	-0.0127226	0.10145	6.21182e-018	0.170111	0.0746846	0.185403	0.0913184	0	0
53.136	-0.0787316	0.0706002	-0.0895239	0.126778	-0.151735	-0.0108116	0.10145	6.21182e-018	0.171046	0.0738136	0.186547	0.0902534	0	0
53.154	-0.0778358	0.0715866	-0.0879194	0.127896	-0.151859	-0.00889896	0.10145	6.21182e-018	0.171971	0.0729308	0.187677	0.089174	0	0
53.172	-0.0769277	0.0725616	-0.086301	0.128993	-0.15196	-0.00698487	0.10145	6.21182e-018	0.172884	0.0720365	0.188794	0.0880805	0	0
53.19	-0.0760073	0.0735251	-0.0846688	0.130071	-0.152035	-0.00506968	0.10145	6.21182e-018	0.173786	0.0711307	0.189897	0.086973	0	0
53.208	-0.0750749	0.074477	-0.0830233	0.131127	-0.152087	-0.00315368	0.10145	6.21182e-018	0.174677	0.0702137	0.190986	0.0858517	0	0
53.226	-0.0741306	0.075417	-0.0813645	0.132163	-0.152115	-0.00123718	0.10145	6.21182e-018	0.175555	0.0692855	0.19206	0.0847168	0	0
53.244	-0.0731745	0.076345	-0.0796929	0.133177	-0.152118	0.000679517	0.10145	6.21182e-018	0.176423	0.0683463	0.193121	0.0835684	0	0
53.262	-0.0722067	0.0772609	-0.0780085	0.134171	-0.152098	0.00259611	0.10145	6.21182e-018	0.177278	0.0673962	0.194166	0.0824067	0	0
53.28	-0.0712275	0.0781646	-0.0763118	0.135143	-0.152053	0.00451228	0.10145	6.21182e-018	0.178121	0.0664355	0.195197	0.081232	0	0
53.298	-0.070237	0.0790558	-0.074603	0.136094	-0.151984	0.00642774	0.10145	6.21182e-018	0.178952	0.0654642	0.196213	0.0800444	0	0
53.316	-0.0692354	0.0799345	-0.0728824	0.137023	-0.151891	0.00834218	0.10145	6.21182e-018	0.179771	0.0644825	0.197214	0.078844	0	0
53.334	-0.0682227	0.0808005	-0.0711501	0.137931	-0.151774	0.0102553	0.10145	6.21182e-018	0.180577	0.0634905	0.1982	0.0776312	0	0
53.352	-0.0671993	0.0816537	-0.0694066	0.138816	-0.151633	0.0121668	0.10145	6.21182e-018	0.181371	0.0624885	0.19917	0.076406	0	0
53.37	-0.0661651	0.0824939	-0.0676521	0.13968	-0.151467	0.0140763	0.10145	6.21182e-018	0.182151	0.0614766	0.200125	0.0751687	0	0
53.388	-0.0651205	0.083321	-0.0658868	0.140521	-0.151278	0.0159837	0.10145	6.21182e-018	0.18292	0.0604549	0.201065	0.0739195	0	0
53.406	-0.0640655	0.0841349	-0.064111	0.14134	-0.151065	0.0178884	0.10145	6.21182e-018	0.183675	0.0594236	0.201988	0.0726585	0	0
53.424	-0.0630003	0.0849354	-0.0623251	0.142136	-0.150827	0.0197904	0.10145	6.21182e-018	0.184417	0.0583829	0.202896	0.071386	0	0
53.442	-0.0619252	0.0857224	-0.0605293	0.14291	-0.150566	0.0216892	0.10145	6.21182e-018	0.185146	0.0573329	0.203787	0.0701021	0	0
53.46	-0.0608402	0.0864959	-0.0587239	0.143662	-0.150281	0.0235845	0.10145	6.21182e-018	0.185862	0.0562738	0.204662	0.0688071	0	0
53.478	-0.0597455	0.0872556	-0.0569091	0.14439	-0.149971	0.0254762	0.10145	6.21182e-018	0.186564	0.0552058	0.205521	0.0675012	0	0
53.496	-0.0586414	0.0880014	-0.0550853	0.145096	-0.149639	0.0273637	0.10145	6.21182e-018	0.187253	0.054129	0.206363	0.0661846	0	0
53.514	-0.057528	0.0887333	-0.0532528	0.145778	-0.149282	0.0292469	0.10145	6.21182e-018	0.187928	0.0530436	0.207189	0.0648575	0	0
53.532	-0.0564054	0.0894511	-0.0514118	0.146438	-0.148902	0.0311255	0.10145	6.21182e-018	0.18859	0.0519498	0.207997	0.0635201	0	0
53.55	-0.0552738	0.0901547	-0.0495627	0.147074	-0.148498	0.0329992	0.10145	6.21182e-018	0.189237	0.0508477	0.208789	0.0621726	0	0
53.568	-0.0541335	0.0908439	-0.0477056	0.147687	-0.14807	0.0348676	0.10145	6.21182e-018	0.189871	0.0497376	0.209564	0.0608152	0	0
53.586	-0.0529846	0.0915188	-0.0458411	0.148276	-0.147619	0.0367304	0.10145	6.21182e-018	0.190491	0.0486196	0.210322	0.0594482	0	0
53.604	-0.0518273	0.0921791	-0.0439692	0.148842	-0.147144	0.0385875	0.10145	6.21182e-018	0.191096	0.0474938	0.211062	0.0580717	0	0
53.622	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.191687	0.0463606	0.211785	0.056686	0	0
53.64	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.192264	0.0452199	0.212491	0.0552913	0	0
53.658	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.192827	0.0440721	0.213179	0.0538879	0	0
53.676	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.193375	0.0429173	0.213849	0.0524758	0	0
53.694	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.193908	0.0417557	0.214501	0.0510555	0	0
53.712	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.194427	0.0405874	0.215135	0.049627	0	0
53.73	-0.0518273	0.0921791	-0.0439692	0.148842	-0.147144	0.0385875	0.10145	6.21182e-018	0.193908	0.0417557	0.214501	0.0510555	0	0
53.748	-0.0529846	0.0915188	-0.0458411	0.148276	-0.147619	0.0367304	0.10145	6.21182e-018	0.193375	0.0429173	0.213849	0.0524758	0	0
53.766	-0.0541335	0.0908439	-0.0477056	0.147687	-0.14807	0.0348676	0.10145	6.21182e-018	0.192827	0.0440721	0.213179	0.0538879	0	0
53.784	-0.0552738	0.0901547	-0.0495627	0.147074	-0.148498	0.0329992	0.10145	6.21182e-018	0.192264	0.0452199	0.212491	0.0552913	0	0
53.802	-0.0564054	0.0894511	-0.0514118	0.146438	-0.148902	0.0311255	0.10145	6.21182e-018	0.191687	0.0463606	0.211785	0.056686	0	0
53.82	-0.057528	0.0887333	-0.0532528	0.145778	-0.149282	0.0292469	0.10145	6.21182e-018	0.191096	0.0474938	0.211062	0.0580717	0	0
53.838	-0.0586414	0.0880014	-0.0550853	0.145096	-0.149639	0.0273637	0.10145	6.21182e-018	0.190491	0.0486196	0.210322	0.0594482	0	0
53.856	-0.0597455	0.0872556	-0.0569091	0.14439	-0.149971	0.0254762	0.10145	6.21182e-018	0.189871	0.0497376	0.209564	0.0608152	0	0
53.874	-0.0608402	0.0864959	-0.0587239	0.143662	-0.150281	0.0235845	0.10145	6.21182e-018	0.189237	0.0508477	0.208789	0.0621726	0	0
53.892	-0.0619252	0.0857224	-0.0605293	0.14291	-0.150566	0.0216892	0.10145	6.21182e-018	0.18859	0.0519498	0.207997	0.0635201	0	0
53.91	-0.0630003	0.0849354	-0.0623251	0.142136	-0.150827	0.0197904	0.10145	6.21182e-018	0.187928	0.0530436	0.207189	0.0648575	0	0
53.928	-0.0640655	0.0841349	-0.064111	0.14134	-0.151065	0.0178884	0.10145	6.21182e-018	0.187253	0.054129	0.206363	0.0661846	0	0
53.946	-0.0651205	0.083321	-0.0658868	0.140521	-0.151278	0.0159837	0.10145	6.21182e-018	0.186564	0.0552058	0.205521	0.0675012	0	0
53.964	-0.0661651	0.0824939	-0.0676521	0.13968	-0.151467	0.0140763	0.10145	6.21182e-018	0.185862	0.0562738	0.204662	0.0688071	0	0
53.982	-0.0671993	0.0816537	-0.0694066	0.138816	-0.151633	0.0121668	0.10145	6.21182e-018	0.185146	0.0573329	0.203787	0.0701021	0	0
54	-0.0682227	0.0808005	-0.0711501	0.137931	-0.151774	0.0102553	0.10145	6.21182e-018	0.184417	0.0583829	0.202896	0.071386	0	0
54.018	-0.0692354	0.0799345	-0.0728824	0.137023	-0.151891	0.00834218	0.10145	6.21182e-018	0.183675	0.0594236	0.201988	0.0726585	0	0
54.036	-0.070237	0.0790558	-0.074603	0.136094	-0.151984	0.00642774	0.10145	6.21182e-018	0.18292	0.0604549	0.201065	0.0739195	0	0
54.054	-0.0712275	0.0781646	-0.0763118	0.135143	-0.152053	0.00451228	0.10145	6.21182e-018	0.182151	0.0614766	0.200125	0.0751687	0	0
54.072	-0.0722067	0.0772609	-0.0780085	0.134171	-0.152098	0.00259611	0.10145	6.21182e-018	0.181371	0.0624885	0.19917	0.076406	0	0
54.09	-0.0731745	0.076345	-0.0796929	0.133177	-0.152118	0.000679517	0.10145	6.21182e-018	0.180577	0.0634905	0.1982	0.0776312	0	0
54.108	-0.0741306	0.075417	-0.0813645	0.132163	-0.152115	-0.00123718	0.10145	6.21182e-018	0.179771	0.0644825	0.197214	0.078844	0	0
54.126	-0.0750749	0.074477	-0.0830233	0.131127	-0.152087	-0.00315368	0.10145	6.21182e-018	0.178952	0.0654642	0.196213	0.0800444	0	0
54.144	-0.0760073	0.0735251	-0.0846688	0.130071	-0.152035	-0.00506968	0.10145	6.21182e-018	0.178121	0.0664355	0.195197	0.081232	0	0
54.162	-0.0769277	0.0725616	-0.086301	0.128993	-0.15196	-0.00698487	0.10145	6.21182e-018	0.177278	0.0673962	0.194166	0.0824067	0	0
54.18	-0.0778358	0.0715866	-0.0879194	0.127896	-0.151859	-0.00889896	0.10145	6.21182e-018	0.176423	0.0683463	0.193121	0.0835684	0	0
54.198	-0.0787316	0.0706002	-0.0895239	0.126778	-0.151735	-0.0108116	0.10145	6.21182e-018	0.175555	0.0692855	0.19206	0.0847168	0	0
54.216	-0.0796149	0.0696026	-0.0911141	0.12564	-0.151587	-0.0127226	0.10145	6.21182e-018	0.174677	0.0702137	0.190986	0.0858517	0	0
54.234	-0.0804856	0.068594	-0.0926899	0.124482	-0.151415	-0.0146315	0.10145	6.21182e-018	0.173786	0.0711307	0.189897	0.086973	0	0
54.252	-0.0813434	0.0675745	-0.094251	0.123304	-0.151218	-0.0165381	0.10145	6.21182e-018	0.172884	0.0720365	0.188794	0.0880805	0	0
54.27	-0.0821884	0.0665442	-0.0957971	0.122107	-0.150998	-0.0184421	0.10145	6.21182e-018	0.171971	0.0729308	0.187677	0.089174	0	0
54.288	-0.0830203	0.0655034	-0.097328	0.12089	-0.150754	-0.0203432	0.10145	6.21182e-018	0.171046	0.0738136	0.186547	0.0902534	0	0
54.306	-0.083839	0.0644521	-0.0988434	0.119654	-0.150485	-0.022241	0.10145	6.21182e-018	0.170111	0.0746846	0.185403	0.0913184	0	0
54.324	-0.0846445	0.0633907	-0.100343	0.118399	-0.150193	-0.0241353	0.10145	6.21182e-018	0.169164	0.0755438	0.184246	0.092369	0	0
54.342	-0.0854364	0.0623191	-0.101827	0.117126	-0.149877	-0.0260258	0.10145	6.21182e-018	0.168207	0.076391	0.183075	0.0934048	0	0
54.36	-0.0862149	0.0612377	-0.103295	0.115833	-0.149537	-0.0279121	0.10145	6.21182e-018	0.167239	0.077226	0.181892	0.0944259	0	0
54.378	-0.0869796	0.0601466	-0.104746	0.114523	-0.149174	-0.029794	0.10145	6.21182e-018	0.166261	0.0780488	0.180696	0.0954319	0	0
54.396	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.165273	0.0788592	0.179487	0.0964228	0	0
54.414	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.164274	0.0796571	0.178266	0.0973984	0	0
54.432	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.163265	0.0804424	0.177033	0.0983585	0	0
54.45	-0.0877305	0.0590459	-0.106181	0.113194	-0.148786	-0.0316712	0.10145	6.21182e-018	0.162247	0.0812148	0.175788	0.099303	0	0
54.468	-0.0869796	0.0601466	-0.104746	0.114523	-0.149174	-0.029794	0.10145	6.21182e-018	0.163265	0.0804424	0.177033	0.0983585	0	0
54.486	-0.0862149	0.0612377	-0.103295	0.115833	-0.149537	-0.0279121	0.10145	6.21182e-018	0.164274	0.0796571	0.178266	0.0973984	0	0
54.504	-0.0854364	0.0623191	-0.101827	0.117126	-0.149877	-0.0260258	0.10145	6.21182e-018	0.165273	0.0788592	0.179487	0.0964228	0	0
54.522	-0.0846445	0.0633907	-0.100343	0.118399	-0.150193	-0.0241353	0.10145	6.21182e-018	0.166261	0.0780488	0.180696	0.0954319	0	0
54.54	-0.083839	0.0644521	-0.0988434	0.119654	-0.150485	-0.022241	0.10145	6.21182e-018	0.167239	0.077226	0.181892	0.0944259	0	0
54.558	-0.0830203	0.0655034	-0.097328	0.12089	-0.150754	-0.0203432	0.10145	6.21182e-018	0.168207	0.076391	0.183075	0.0934048	0	0
54.576	-0.0821884	0.0665442	-0.0957971	0.122107	-0.150998	-0.0184421	0.10145	6.21182e-018	0.169164	0.0755438	0.184246	0.092369	0	0
54.594	-0.0813434	0.0675745	-0.094251	0.123304	-0.151218	-0.0165381	0.10145	6.21182e-018	0.170111	0.0746846	0.185403	0.0913184	0	0
54.612	-0.0804856	0.068594	-0.0926899	0.124482	-0.151415	-0.0146315	0.10145	6.21182e-018	0.171046	0.0738136	0.186547	0.0902534	0	0
54.63	-0.0796149	0.0696026	-0.0911141	0.12564	-0.151587	-0.0127226	0.10145	6.21182e-018	0.171971	0.0729308	0.187677	0.089174	0	0
54.648	-0.0787316	0.0706002	-0.0895239	0.126778	-0.151735	-0.0108116	0.10145	6.21182e-018	0.172884	0.0720365	0.188794	0.0880805	0	0
54.666	-0.0778358	0.0715866	-0.0879194	0.127896	-0.151859	-0.00889896	0.10145	6.21182e-018	0.173786	0.0711307	0.189897	0.086973	0	0
54.684	-0.0769277	0.0725616	-0.086301	0.128993	-0.15196	-0.00698487	0.10145	6.21182e-018	0.174677	0.0702137	0.190986	0.0858517	0	0
54.702	-0.0760073	0.0735251	-0.0846688	0.130071	-0.152035	-0.00506968	0.10145	6.21182e-018	0.175555	0.0692855	0.19206	0.0847168	0	0
54.72	-0.0750749	0.074477	-0.0830233	0.131127	-0.152087	-0.00315368	0.10145	6.21182e-018	0.176423	0.0683463	0.193121	0.0835684	0	0
54.738	-0.0741306	0.075417	-0.0813645	0.132163	-0.152115	-0.00123718	0.10145	6.21182e-018	0.177278	0.0673962	0.194166	0.0824067	0	0
54.756	-0.0731745	0.076345	-0.0796929	0.133177	-0.152118	0.000679517	0.10145	6.21182e-018	0.178121	0.0664355	0.195197	0.081232	0	0
54.774	-0.0722067	0.0772609	-0.0780085	0.134171	-0.152098	0.00259611	0.10145	6.21182e-018	0.178952	0.0654642	0.196213	0.0800444	0	0
54.792	-0.0712275	0.0781646	-0.0763118	0.135143	-0.152053	0.00451228	0.10145	6.21182e-018	0.179771	0.0644825	0.197214	0.078844	0	0
54.81	-0.070237	0.0790558	-0.074603	0.136094	-0.151984	0.00642774	0.10145	6.21182e-018	0.180577	0.0634905	0.1982	0.0776312	0	0
54.828	-0.0692354	0.0799345	-0.0728824	0.137023	-0.151891	0.00834218	0.10145	6.21182e-018	0.181371	0.0624885	0.19917	0.076406	0	0
54.846	-0.0682227	0.0808005	-0.0711501	0.137931	-0.151774	0.0102553	0.10145	6.21182e-018	0.182151	0.0614766	0.200125	0.0751687	0	0
54.864	-0.0671993	0.0816537	-0.0694066	0.138816	-0.151633	0.0121668	0.10145	6.21182e-018	0.18292	0.0604549	0.201065	0.0739195	0	0
54.882	-0.0661651	0.0824939	-0.0676521	0.13968	-0.151467	0.0140763	0.10145	6.21182e-018	0.183675	0.0594236	0.201988	0.0726585	0	0
54.9	-0.0651205	0.083321	-0.0658868	0.140521	-0.151278	0.0159837	0.10145	6.21182e-018	0.184417	0.0583829	0.202896	0.071386	0	0
54.918	-0.0640655	0.0841349	-0.064111	0.14134	-0.151065	0.0178884	0.10145	6.21182e-018	0.185146	0.0573329	0.203787	0.0701021	0	0
54.936	-0.0630003	0.0849354	-0.0623251	0.142136	-0.150827	0.0197904	0.10145	6.21182e-018	0.185862	0.0562738	0.204662	0.0688071	0	0
54.954	-0.0619252	0.0857224	-0.0605293	0.14291	-0.150566	0.0216892	0.10145	6.21182e-018	0.186564	0.0552058	0.205521	0.0675012	0	0
54.972	-0.0608402	0.0864959	-0.0587239	0.143662	-0.150281	0.0235845	0.10145	6.21182e-018	0.187253	0.054129	0.206363	0.0661846	0	0
54.99	-0.0597455	0.0872556	-0.0569091	0.14439	-0.149971	0.0254762	0.10145	6.21182e-018	0.187928	0.0530436	0.207189	0.0648575	0	0
55.008	-0.0586414	0.0880014	-0.0550853	0.145096	-0.149639	0.0273637	0.10145	6.21182e-018	0.18859	0.0519498	0.207997	0.0635201	0	0
55.026	-0.057528	0.0887333	-0.0532528	0.145778	-0.149282	0.0292469	0.10145	6.21182e-018	0.189237	0.0508477	0.208789	0.0621726	0	0
55.044	-0.0564054	0.0894511	-0.0514118	0.146438	-0.148902	0.0311255	0.10145	6.21182e-018	0.189871	0.0497376	0.209564	0.0608152	0	0
55.062	-0.0552738	0.0901547	-0.0495627	0.147074	-0.148498	0.0329992	0.10145	6.21182e-018	0.190491	0.0486196	0.210322	0.0594482	0	0
55.08	-0.0541335	0.0908439	-0.0477056	0.147687	-0.14807	0.0348676	0.10145	6.21182e-018	0.191096	0.0474938	0.211062	0.0580717	0	0
55.098	-0.0529846	0.0915188	-0.0458411	0.148276	-0.147619	0.0367304	0.10145	6.21182e-018	0.191687	0.0463606	0.211785	0.056686	0	0
55.116	-0.0518273	0.0921791	-0.0439692	0.148842	-0.147144	0.0385875	0.10145	6.21182e-018	0.192264	0.0452199	0.212491	0.0552913	0	0
55.134	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.192827	0.0440721	0.213179	0.0538879	0	0
55.152	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.193375	0.0429173	0.213849	0.0524758	0	0
55.17	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.193908	0.0417557	0.214501	0.0510555	0	0
55.188	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.194427	0.0405874	0.215135	0.049627	0	0
55.206	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.194931	0.0394127	0.215751	0.0481907	0	0
55.224	-0.0506618	0.0928248	-0.0420903	0.149384	-0.146647	0.0404384	0.10145	6.21182e-018	0.19542	0.0382317	0.21635	0.0467467	0	0
55.242	-0.0518273	0.0921791	-0.0439692	0.148842	-0.147144	0.0385875	0.10145	6.21182e-018	0.194931	0.0394127	0.215751	0.0481907	0	0
55.26	-0.0529846	0.0915188	-0.0458411	0.148276	-0.147619	0.0367304	0.10145	6.21182e-018	0.194427	0.0405874	0.215135	0.049627	0	0
55.278	-0.0541335	0.0908439	-0.0477056	0.147687	-0.14807	0.0348676	0.10145	6.21182e-018	0.193908	0.0417557	0.214501	0.0510555	0	0
55.296	-0.0552738	0.0901547	-0.0495627	0.147074	-0.148498	0.0329992	0.10145	6.21182e-018	0.193375	0.0429173	0.213849	0.0524758	0	0
55.314	-0.0564054	0.0894511	-0.0514118	0.146438	-0.148902	0.0311255	0.10145	6.21182e-018	0.192827	0.0440721	0.213179	0.0538879	0	0
55.332	-0.057528	0.0887333	-0.0532528	0.145778	-0.149282	0.0292469	0.10145	6.21182e-018	0.192264	0.0452199	0.212491	0.0552913	0	0
55.35	-0.0586414	0.0880014	-0.0550853	0.145096	-0.149639	0.0273637	0.10145	6.21182e-018	0.191687	0.0463606	0.211785	0.056686	0	0
55.368	-0.0597455	0.0872556	-0.0569091	0.14439	-0.149971	0.0254762	0.10145	6.21182e-018	0.191096	0.0474938	0.211062	0.0580717	0	0
55.386	-0.0608402	0.0864959	-0.0587239	0.143662	-0.150281	0.0235845	0.10145	6.21182e-018	0.190491	0.0486196	0.210322	0.0594482	0	0
55.404	-0.0619252	0.0857224	-0.0605293	0.14291	-0.150566	0.0216892	0.10145	6.21182e-018	0.189871	0.0497376	0.209564	0.0608152	0	0
55.422	-0.0630003	0.0849354	-0.0623251	0.142136	-0.150827	0.0197904	0.10145	6.21182e-018	0.189237	0.0508477	0.208789	0.0621726	0	0
55.44	-0.0640655	0.0841349	-0.064111	0.14134	-0.151065	0.0178884	0.10145	6.21182e-018	0.18859	0.0519498	0.207997	0.0635201	0	0
