0,-0.132703384
0.2,-0.903139892
0.4,-1.609145325
0.6,-2.27095552
0.8,-2.886414225
1,-3.241475858
1.2,-3.496930851
1.4,-3.640401027
1.6,-3.665033568
1.8,-3.569257207
2,-3.356703167
2.2,-3.035963989
2.4,-2.620177963
2.6,-2.126448187
2.8,-1.542351386
3,-0.814473109
3.2,-0.082071361
3.4,0.639970352
3.6,1.273045093
3.8,1.636192064
4,1.923390469
4.2,2.105715897
4.4,2.205486814
4.6,2.305210798
4.8,2.277968895
5,2.126006336
5.2,1.856287549
5.4,1.480374872
5.6,1.014048586
5.8,0.476713354
6,-0.10936898
6.2,-0.719979136
6.4,-1.329929335
6.6,-1.914096307
6.8,-2.448452623
7,-2.911051796
7.2,-3.282925595
7.4,-3.548856701
7.6,-3.697995857
7.8,-3.72429958
8,-3.626773274
8.2,-3.409516469
8.4,-3.081556594
8.6,-2.656474923
8.8,-2.151844583
9,-1.519366007
9.2,-0.781161639
9.4,-0.03624273
9.6,0.700651562
9.8,1.276812525
10,1.652000236
10.2,1.94613554
10.4,2.130395711
10.6,2.272520528
10.8,2.371228533
11,2.340570683
11.2,2.182809206
11.4,1.905074237
11.6,1.519214624
11.8,1.04139437
12,0.491476163
12.2,-0.107769039
12.4,-0.731585446
12.6,-1.354245219
12.8,-1.950104818
13,-2.494658399
13.2,-2.965542891
13.4,-3.343452432
13.6,-3.612924704
13.8,-3.762967852
14,-3.787503753
14.2,-3.685612529
14.4,-3.461575115
14.6,-3.124699649
14.8,-2.688935878
15,-2.172298006
15.2,-1.491287697
15.4,-0.741777255
15.6,0.016600173
15.8,0.769077523
16,1.387285179
16.2,1.772247139
16.4,2.078822595
16.6,2.277342477
16.8,2.344741274
17,2.447567038
17.2,2.416473725
17.4,2.254739954
17.6,1.969827609
17.8,1.573982717
18,1.083842202
18.2,0.519813859
18.4,-0.094727097
18.6,-0.734380832
18.8,-1.372759035
19,-1.983566644
19.2,-2.541680987
19.4,-3.024181467
19.6,-3.411286279
19.8,-3.68715766
20,-3.840543616
20.2,-3.86523134
20.4,-3.760296981
20.6,-3.530148708
20.8,-3.184348076
21,-2.737214032
21.2,-2.207230575
21.4,-1.476388989
21.6,-0.712596838
21.8,0.062812045
22,0.840914103
22.2,1.431104942
22.4,1.863009384
22.6,2.182138348
22.8,2.392584024
23,2.470103179
23.2,2.534123902
23.4,2.502689283
23.6,2.336854192
23.8,2.044338426
24,1.637754951
24.2,1.134215824
24.4,0.554701008
24.6,-0.07676374
24.8,-0.734073716
25,-1.390108963
25.2,-2.01784537
25.4,-2.591463379
25.6,-3.087405978
25.8,-3.485341147
26,-3.768989171
26.2,-3.926781911
26.4,-3.95232866
26.6,-3.844672894
26.8,-3.608337039
27,-3.253139459
27.2,-2.79378794
27.4,-2.216514829
27.6,-1.467644097
27.8,-0.687275142
28,0.107768966
28.2,0.86872953
28.4,1.477225966
28.6,1.95773183
28.8,2.290420768
29,2.513674108
29.2,2.602469926
29.4,2.629193097
29.6,2.597957341
29.8,2.428155792
30,2.1277742
30.2,1.709811383
30.4,1.191885821
30.6,0.595593357
30.8,-0.054334621
31,-0.731023906
31.2,-1.406551156
31.4,-2.05308721
31.6,-2.644038449
31.8,-3.155136233
32,-3.565428115
32.2,-3.85813004
32.4,-4.021305644
32.6,-4.048346583
32.8,-3.938237838
33,-3.695605249
33.2,-3.330528657
33.4,-2.858124708
33.6,-2.228780946
33.8,-1.464483459
34,-0.665265044
34.2,0.151945846
34.4,0.89752155
34.6,1.525695035
34.8,2.056542341
35,2.403695507
35.2,2.640482771
35.4,2.741186405
35.6,2.732297124
35.8,2.701746338
36,2.528075589
36.2,2.219549264
36.4,1.789572581
36.6,1.256302024
36.8,0.641992138
37,-0.027866902
37.2,-0.72556959
37.4,-1.422321062
37.6,-2.089415307
37.8,-2.699412075
38,-3.227260709
38.2,-3.65132297
38.4,-3.954252726
38.6,-4.123697565
38.8,-4.152795473
39,-4.040450079
39.2,-3.791381922
39.4,-3.415938186
39.6,-2.929664617
39.8,-2.247825821
40,-1.466309272
40.2,-0.646007653
40.4,0.195812187
40.6,0.927069017
40.8,1.576539858
41,2.160098459
41.2,2.521955823
41.4,2.772857504
41.6,2.885933581
41.8,2.842200212
42,2.813484546
42.2,2.636007631
42.4,2.319045698
42.6,1.876432505
42.8,1.326894268
43,0.693385939
43.2,0.002207436
43.4,-0.718045792
43.6,-1.437643139
43.8,-2.126934453
44,-2.757565196
44.2,-3.303637397
44.4,-3.742766725
44.6,-4.056992064
44.8,-4.233501511
45,-4.265147091
45.2,-4.150731189
45.4,-3.89506237
45.6,-3.508762082
45.8,-3.007825431
46,-2.308117114
46.2,-1.506235958
46.4,-0.663910623
46.6,0.200685523
46.8,0.954517763
47,1.62540458
47.2,2.228336944
47.4,2.606718522
47.6,2.870609243
47.8,2.992619543
48,2.953413758
48.2,2.924648713
48.4,2.742555142
48.6,2.416602056
48.8,1.960995732
49,1.394999564
49.2,0.742248344
49.4,0.029836431
49.6,-0.712764695
49.8,-1.454903339
50,-2.166001626
50.2,-2.816809213
50.4,-3.380601185
50.6,-3.834268867
50.8,-4.159258582
51,-4.342321211
51.2,-4.376044079
51.4,-4.259147762
51.6,-3.996545725
51.8,-3.599147309
52,-3.083406828
52.2,-2.330731131
52.4,-1.509875623
52.6,-0.644460217
52.8,0.252940598
53,0.98668857
53.2,1.679937149
53.4,2.302758629
53.6,2.730214662
53.8,3.008133632
54,3.142303797
54.2,3.112150834
54.4,3.042042494
54.6,2.855808607
54.8,2.520840195
55,2.051807253
55.2,1.46858213
55.4,0.795543624
55.6,0.060643131
55.8,-0.705708248
56,-1.471872756
56.2,-2.206279332
56.4,-2.878717519
56.6,-3.461574318
56.8,-3.930960836
57,-4.267682212
57.2,-4.458012503
57.4,-4.494245191
57.6,-4.375001412
57.8,-4.105294134
58,-3.696327719
58.2,-3.13227518
58.4,-2.358919146
58.6,-1.517300145
58.8,-0.626698815
59,0.260235422
59.2,1.019764801
59.4,1.73675186
59.6,2.380766706
59.8,2.858496019
60,3.15076838
60.2,3.297270088
60.4,3.276616798
60.6,3.166099112
60.8,2.975749248
61,2.631483876
61.2,2.148461155
61.4,1.54719322
61.6,0.852841001
61.8,0.094258048
62,-0.697153975
62.2,-1.488716177
62.4,-2.247807197
62.6,-2.943199572
62.8,-3.546337813
63,-4.032503058
63.2,-4.381816125
63.4,-4.580039369
63.6,-4.619147139
63.8,-4.497646377
64,-4.220645948
64.2,-3.799653032
64.4,-3.219337887
64.6,-2.426134368
64.8,-1.561884635
65,-0.646799884
65.2,0.265460764
65.4,1.050080442
65.6,1.790876171
65.8,2.456437179
66,2.95256202
66.2,3.259310135
66.4,3.415783519
66.6,3.400206037
66.8,3.289677287
67,3.094240683
67.2,2.740025536
67.4,2.242601991
67.6,1.623077266
67.8,0.907366214
68,0.125204074
68.2,-0.691034679
68.4,-1.507647867
68.6,-2.290983147
68.8,-3.008817316
69,-3.6316755
69.2,-4.134033297
69.4,-4.495352188
69.6,-4.700907481
69.8,-4.742377758
70,-4.618176964
70.2,-4.333528105
70.4,-3.90025572
70.6,-3.267151346
70.8,-2.456328499
71,-1.569651233
71.2,-0.62757872
71.4,0.275128144
71.6,1.086004754
71.8,1.851290061
72,2.538666352
72.2,3.085716181
72.4,3.406460276
72.6,3.574730517
72.8,3.568084584
73,3.41778717
73.2,3.2178505
73.4,2.853767846
73.6,2.341636822
73.8,1.703242422
74,0.965320698
74.2,0.158549022
74.4,-0.68366751
74.6,-1.526546697
74.8,-2.335349571
75,-3.076803564
75.2,-3.720464176
75.4,-4.239956136
75.6,-4.614042654
75.8,-4.827480752
76,-4.871630769
76.2,-4.744800706
76.4,-4.4523248
76.6,-4.006352263
76.8,-3.35619761
77,-2.524651972
77.2,-1.614423169
77.4,-0.646938044
77.6,0.281988616
77.8,1.118773702
78,1.908582996
78.2,2.618088716
78.4,3.217622201
78.6,3.551683072
78.8,3.731855833
79,3.734462562
79.2,3.545365034
79.4,3.342605221
79.6,2.969521641
79.8,2.443440572
80,1.786803964
80.2,1.02714947
80.4,0.196080751
80.6,-0.671976923
80.8,-1.541165366
81,-2.37565615
81.2,-3.141117588
81.4,-3.806119218
81.6,-4.343412599
81.8,-4.731035266
82,-4.953194507
82.2,-5.000898128
82.4,-4.872312358
82.6,-4.572846663
82.8,-4.114940372
83,-3.412698703
83.2,-2.56278799
83.4,-1.628821876
83.6,-0.632669159
83.8,0.287170945
84,1.151463745
84.2,1.967176532
84.4,2.700002975
84.6,3.319369705
84.8,3.669026679
85,3.85987764
85.2,3.867836371
85.4,3.67857717
85.6,3.470183813
85.8,3.086236214
86,2.544509151
86.2,1.86808996
86.4,1.0853324
