0.0,-0.00015665378718850514,0.008707789249592951,0.0571842677404625
0.0,-0.038289171047807914,0.007636785341104345,0.09591224155255827
0.02,-0.07226256743191703,-0.01250200419390311,0.04057438846258974
0.04,-0.10552502522542087,-0.05088317031737379,-0.039634508807060785
0.06,-0.13836584461652315,-0.08928177596784258,-0.11992652421818688
0.08,-0.17093679740115217,-0.1276796551181596,-0.20021502600833785
0.1,-0.20341633698758496,-0.16607751344601412,-0.28050340761206455
0.12,-0.23598400492965627,-0.20447535887442472,-0.3607917324422819
0.14,-0.26881887550690725,-0.24287319222099774,-0.44108002837939053
0.16,-0.30209731704402965,-0.2812710137126679,-0.521368320397567
0.18,-0.33599081720239815,-0.3196688228393067,-0.601656630774831
0.2,-0.3706638874109716,-0.35806661837061093,-0.6819449793573708
0.22,-0.40627205423407065,-0.39646439844745207,-0.7622333835816729
0.24,-0.44295994601839195,-0.4348621607281838,-0.8425218583121368
0.26,-0.48085948356987346,-0.47325990257027706,-0.9228104155661312
0.28,-0.5200881839581254,-0.5116576212278063,-1.0030990641991004
0.3,-0.5607475868242374,-0.5500553140472699,-1.083387809616095
0.32,-0.6203181197705755,-0.5790390355570508,-1.1231327147158243
0.34,-0.6190097450078653,-0.5786815729020798,-1.1224056269704346
0.36,-0.6185790873945142,-0.5783580841935305,-1.1217648928931307
0.38,-0.6187094190669217,-0.578073150559072,-1.1212002565608292
0.4,-0.6193670224720339,-0.5778220597760664,-1.1207026801105544
0.42,-0.6205171601494415,-0.5776007902084297,-1.1202641990747009
0.44,-0.62212771650491,-0.5774058001004789,-1.1198777948976204
0.46,-0.6241688491270869,-0.5772339683274952,-1.1195372825929673
0.48,-0.6266126529683425,-0.5770825444499708,-1.1192372117435876
0.5,-0.6294328691489134,-0.5769491046890513,-1.1189727792593076
0.52,-0.6326046330168075,-0.5768315131301366,-1.118739752496171
0.54,-0.6361042568648277,-0.5767278875341981,-1.118534401506539
0.56,-0.63990904326185,-0.5766365692095698,-1.118353439335605
0.58,-0.6439971254354789,-0.5765560964619665,-1.1181939694086869
0.6,-0.6483473315634886,-0.576485181197754,-1.1180534391671453
0.62,-0.6529390701996132,-0.576422688305971,-1.1179295992108012
0.64,-0.6577522343819913,-0.5763676174890795,-1.117820467292866
0.66,-0.6627671222555052,-0.5763190872516167,-1.1177242965910688
0.68,-0.6679643722875306,-0.5762763207904624,-1.1176395477471082
0.7,-0.6733249113744527,-0.5762386335608718,-1.1175648642268834
0.72,-0.6788299143276135,-0.5762054223192496,-1.1174990506071045
0.74,-0.6844607733953457,-0.5761761554672786,-1.1174410534407238
0.76,-0.690199076625402,-0.5761503645428435,-1.1173899443949131
0.78,-0.6960265940018777,-0.57612763672155,-1.1173449053916886
0.8,-0.7019252704048811,-0.5761076082088143,-1.1173052155133256
0.82,-0.7078772245416932,-0.5760899584167517,-1.117270239462976
0.84,-0.713864753086636,-0.5760744048326578,-1.1172394173957763
0.86,-0.719870339344848,-0.5760606984969426,-1.117212255957679
0.88,-0.7258766658239598,-0.5760486200181366,-1.1171883203885709
0.9,-0.7318666301583946,-0.5760379760611807,-1.117167227563276
0.92,-0.7378233638847158,-0.5760285962527905,-1.1171486398590567
0.94,-0.7437302536139699,-0.576020330454361,-1.1171322597514457
0.96,-0.7495709641891241,-0.5760130463587592,-1.1171178250519158
0.98,-0.755329463453119,-0.5760066273725374,-1.1171051047111553
1.0,-0.760990048286385,-0.5760009707496697,-1.1170938951207698
1.02,-0.766537371602393,-0.575995985946938,-1.1170840168542218
1.04,-0.7719564700164153,-0.5759915931746443,-1.1170753117948364
1.06,-0.777232791926544,-0.5759877221194486,-1.1170676406049034
1.08,-0.7823522257674898,-0.5759843108188933,-1.1170608804953637
1.1,-0.7873011282171337,-0.5759813046695955,-1.1170549232603864
1.12,-0.7920663521534174,-0.5759786555532319,-1.117049673545368
1.14,-0.7966352741752311,-0.5759763210663303,-1.1170450473206388
1.16,-0.8009958215156768,-0.5759742638415343,-1.1170409705364372
1.18,-0.8051364981896348,-0.5759724509494799,-1.1170373779376346
1.2,-0.8090464102300732,-0.5759708533717091,-1.117034212019224
1.22,-0.812715289879212,-0.5759694455361837,-1.1170314221058688
1.24,-0.8161335186115446,-0.575968204907965,-1.1170289635407633
1.26,-0.8192921488759368,-0.5759671116285074,-1.117026796970835
1.28,-0.8221829244537293,-0.5759661481977909,-1.1170248877168383
1.3,-0.8247982993389252,-0.5759652991942067,-1.1170232052182598
1.32,-0.8271314550553173,-0.5759645510277107,-1.1170217225441519
1.34,-0.8291763163337955,-0.5759638917222947,-1.1170204159620611
1.36,-0.8309275650811593,-0.575963310724291,-1.1170192645581547
1.38,-0.8323806525795401,-0.5759627987334472,-1.1170182499024626
1.4,-0.8335318098631026,-0.575962347554061,-1.1170173557538774
1.42,-0.8343780562260196,-0.5759619499637961,-1.1170165678001922
1.44,-0.8349172058228648,-0.5759615995980789,-1.1170158734290097
1.46,-0.8351478723295207,-0.5759612908482248,-1.1170152615258635
1.48,-0.8350694716395134,-0.575961018771663,-1.1170147222963134
1.5,-0.8346822225944897,-0.5759607790128255,-1.1170142471091706
1.52,-0.8339871457606597,-0.5759605677334295,-1.1170138283583426
1.54,-0.8329860601717227,-0.575960381551042,-1.1170134593410859
1.56,-0.8316815780430646,-0.5759602174849394,-1.1170131341507177
1.58,-0.8300770974931635,-0.5759600729083983,-1.117012847582072
1.6,-0.8281767932836485,-0.5759599455066523,-1.1170125950481817
1.62,-0.8259856055966962,-0.5759598332398416,-1.1170123725068584
1.64,-0.8235092268742227,-0.5759597343103637,-1.1170121763959893
1.66,-0.8207540867488704,-0.5759596471341015,-1.1170120035765223
1.68,-0.817727335102248,-0.5759595703150687,-1.117011851282219
1.7,-0.7816846934018478,-0.55627886673039,-1.0597613516204165
1.72,-0.7418110570033045,-0.5178995355870442,-0.9795628517990255
1.74,-0.7024496739743185,-0.47950133522092625,-0.8992703459424527
1.76,-0.6635537012704561,-0.4411035804439571,-0.8189812633501603
1.78,-0.6250252747342833,-0.4027058081172149,-0.7386923044384694
1.8,-0.5867508375718645,-0.3643080153190844,-0.658403432987641
1.82,-0.5486024647274863,-0.3259102044983967,-0.5781146429399349
1.84,-0.5104397971716254,-0.28751237822447934,-0.4978259258034307
1.86,-0.47211202561897087,-0.24911453915401033,-0.4175372714335455
1.88,-0.4334599097133639,-0.21071668996252846,-0.33724866845726026
1.9,-0.3943178249998066,-0.17231883330067999,-0.2569601046419616
1.92,-0.3545158294536892,-0.13392097177974113,-0.17667156720031207
1.94,-0.3138817408826231,-0.0955231079858666,-0.09638304302816096
1.96,-0.2722432160846407,-0.05712524451812024,-0.016094518885985846
1.98,-0.2294298222288347,-0.018727384041249198,0.06419401845373937
2.0,-0.17914690999818494,0.0003808388744484855,0.10329248201942741
2.02,-0.1727639604904709,0.0003590624671411997,0.10138912775374669
2.04,-0.16546865288356613,0.00031648857935224735,0.09971182821605594
2.06,-0.15766553854147192,0.00027888819197680135,0.09823373567707638
2.08,-0.14939913784698247,0.00024575817282211686,0.09693119101841936
2.1,-0.14071117721147408,0.00021656377545715066,0.09578334503242493
2.12,-0.13164209847535824,0.00019083744356522634,0.09477182469889416
2.14,-0.12223119562888181,0.0001681671990189878,0.09388043909696621
2.16,-0.112516768114185,0.00014819000290214172,0.09309492024481325
2.18,-0.10253624624208406,0.0001305859423996901,0.0924026947188982
2.2,-0.09232629170790778,0.00011507310779523068,0.09179268239721419
2.22,-0.08192287628479432,0.00010140307802273684,0.09125511910508563
2.24,-0.07136134140221496,8.935694249258231e-05,0.09078140032470701
2.26,-0.06067644100177312,7.874179548833689e-05,0.09036394346675299
2.28,-0.04990236978857681,6.938764699799995e-05,0.08999606649950763
2.3,-0.039072778758451755,6.11447005114678e-05,0.08967188099278746
2.32,-0.02822077967378117,5.388095419220872e-05,0.08938619786466348
2.34,-0.01737893997949739,4.748008700967445e-05,0.08913444432231543
2.36,-0.006579269492062604,4.183959598131683e-05,0.08891259066753017
2.38,0.004146799944909082,3.6869154695115254e-05,0.08871708579525499
2.4,0.014768440767105491,3.2489166826252594e-05,0.08854480035276215
2.42,0.02525546099452727,2.862949148419987e-05,0.08839297664960057
2.44,0.03557833966668145,2.522831997875646e-05,0.08825918451656727
2.46,0.04570826562372936,2.2231186016974445e-05,0.08814128240715456
2.48,0.05561717892400693,1.9590093481246826e-05,0.08803738311884213
2.5,0.0652778142546815,1.7262747820455827e-05,0.0879458235855513
2.52,0.07466374575147049,1.5211878745744574e-05,0.08786513825774397
2.54,0.08374943269623539,1.3404643385086807e-05,0.08779403564407408
2.56,0.09251026560875097,1.1812100338395295e-05,0.08773137763910492
2.58,0.10092261229164433,1.0408746210809885e-05,0.08767616130620126
2.6,0.10896386342614625,9.172107202437899e-06,0.08762750282400371
2.62,0.11661247735130942,8.082379214149199e-06,0.08758462333952396
2.64,0.12384802369130862,7.122110706035082e-06,0.0875468365014187
2.66,0.13065122552466218,6.275923230015905e-06,0.08751353747389262
2.68,0.1370039998160979,5.530265161050353e-06,0.0874841932553821
2.7,0.14288949585663954,4.8731946832836735e-06,0.08745833414705474
2.72,0.14829213148058543,4.294188555924519e-06,0.08743554623456538
2.74,0.1531976268495665,3.7839735962351406e-06,0.08741546476272774
2.76,0.15759303561409166,3.334378181281232e-06,0.08739776829705304
